P -3000.0000, 1200.0000, 0.0000,  0, 0, 0,  2,  Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -3000.0000, 1400.0000, 0.0000,  0, 0, 0,  2,  www.eqmaps.info
P -3000.0000, 1600.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L -4955.0000, -510.0000, 690.0000,  -4962.0000, -482.0000, 686.0000,  0, 0, 0
L -4962.0000, -482.0000, 686.0000,  -4922.0000, -465.0000, 681.0000,  0, 0, 0
L -4922.0000, -465.0000, 681.0000,  -4874.0000, -470.0000, 676.0000,  0, 0, 0
L -4874.0000, -470.0000, 676.0000,  -4832.0000, -474.0000, 672.0000,  0, 0, 0
L -3690.0000, -1987.0000, 565.0000,  -3477.0000, -1992.0000, 626.0000,  0, 0, 0
L -3477.0000, -1992.0000, 626.0000,  -3302.0000, -1992.0000, 583.0000,  0, 0, 0
L -3302.0000, -1992.0000, 583.0000,  -3011.0000, -1991.0000, 563.0000,  0, 0, 0
L -3011.0000, -1991.0000, 563.0000,  -2961.0000, -1991.0000, 560.0000,  0, 0, 0
L -2961.0000, -1991.0000, 560.0000,  896.0000, -1987.0000, 159.0000,  0, 0, 0
L 896.0000, -1987.0000, 159.0000,  898.0000, -1904.0000, 72.0000,  0, 0, 0
L 898.0000, -1904.0000, 72.0000,  904.0000, -1634.0000, 6.0000,  0, 0, 0
L 904.0000, -1634.0000, 6.0000,  906.0000, -1559.0000, -25.0000,  0, 0, 0
L 906.0000, -1559.0000, -25.0000,  933.0000, -1501.0000, -45.0000,  0, 0, 0
L 933.0000, -1501.0000, -45.0000,  978.0000, -1452.0000, -44.0000,  0, 0, 0
L 1023.0000, -1403.0000, -44.0000,  1029.0000, -1386.0000, -48.0000,  0, 0, 0
L 1029.0000, -1386.0000, -48.0000,  1073.0000, -1333.0000, -51.0000,  0, 0, 0
L 1073.0000, -1333.0000, -51.0000,  1081.0000, -1326.0000, -51.0000,  0, 0, 0
L 1081.0000, -1326.0000, -51.0000,  1093.0000, -1318.0000, -51.0000,  0, 0, 0
L 1093.0000, -1318.0000, -51.0000,  1106.0000, -1325.0000, -51.0000,  0, 0, 0
L 1106.0000, -1325.0000, -51.0000,  1128.0000, -1363.0000, -51.0000,  0, 0, 0
L 1128.0000, -1363.0000, -51.0000,  1103.0000, -1410.0000, -51.0000,  0, 0, 0
L 1103.0000, -1410.0000, -51.0000,  1076.0000, -1442.0000, -51.0000,  0, 0, 0
L -1312.0000, 235.0000, 148.0000,  -1327.0000, 242.0000, 149.0000,  0, 0, 0
L -1327.0000, 242.0000, 149.0000,  -1321.0000, 258.0000, 150.0000,  0, 0, 0
L -1321.0000, 258.0000, 150.0000,  -1305.0000, 252.0000, 148.0000,  0, 0, 0
L -1305.0000, 252.0000, 148.0000,  -1312.0000, 235.0000, 148.0000,  0, 0, 0
L -1338.0000, 227.0000, 149.0000,  -1330.0000, 223.0000, 149.0000,  0, 0, 0
L -1330.0000, 223.0000, 149.0000,  -1334.0000, 215.0000, 149.0000,  0, 0, 0
L -1334.0000, 215.0000, 149.0000,  -1341.0000, 219.0000, 150.0000,  0, 0, 0
L -1341.0000, 219.0000, 150.0000,  -1338.0000, 227.0000, 149.0000,  0, 0, 0
L -1324.0000, 221.0000, 148.0000,  -1316.0000, 217.0000, 150.0000,  0, 0, 0
L -1316.0000, 217.0000, 150.0000,  -1319.0000, 209.0000, 149.0000,  0, 0, 0
L -1319.0000, 209.0000, 149.0000,  -1328.0000, 214.0000, 149.0000,  0, 0, 0
L -1328.0000, 214.0000, 149.0000,  -1324.0000, 221.0000, 149.0000,  0, 0, 0
L -1299.0000, 225.0000, 148.0000,  -1295.0000, 233.0000, 148.0000,  0, 0, 0
L -1295.0000, 233.0000, 148.0000,  -1288.0000, 229.0000, 148.0000,  0, 0, 0
L -1288.0000, 229.0000, 148.0000,  -1291.0000, 221.0000, 149.0000,  0, 0, 0
L -1291.0000, 221.0000, 149.0000,  -1299.0000, 225.0000, 148.0000,  0, 0, 0
L -1290.0000, 232.0000, 148.0000,  -1283.0000, 238.0000, 148.0000,  0, 0, 0
L -1283.0000, 238.0000, 148.0000,  -1265.0000, 218.0000, 149.0000,  0, 0, 0
L -1265.0000, 218.0000, 149.0000,  -1272.0000, 212.0000, 149.0000,  0, 0, 0
L -1272.0000, 212.0000, 149.0000,  -1290.0000, 232.0000, 148.0000,  0, 0, 0
L -1287.0000, 238.0000, 148.0000,  -1288.0000, 246.0000, 148.0000,  0, 0, 0
L -1288.0000, 246.0000, 148.0000,  -1280.0000, 247.0000, 148.0000,  0, 0, 0
L -1280.0000, 247.0000, 148.0000,  -1279.0000, 239.0000, 148.0000,  0, 0, 0
L -1279.0000, 239.0000, 148.0000,  -1287.0000, 238.0000, 148.0000,  0, 0, 0
L -1294.0000, 266.0000, 148.0000,  -1302.0000, 270.0000, 149.0000,  0, 0, 0
L -1302.0000, 270.0000, 149.0000,  -1298.0000, 277.0000, 150.0000,  0, 0, 0
L -1298.0000, 277.0000, 150.0000,  -1290.0000, 274.0000, 148.0000,  0, 0, 0
L -1290.0000, 274.0000, 148.0000,  -1294.0000, 266.0000, 148.0000,  0, 0, 0
L -1308.0000, 272.0000, 150.0000,  -1316.0000, 276.0000, 152.0000,  0, 0, 0
L -1316.0000, 276.0000, 152.0000,  -1313.0000, 284.0000, 152.0000,  0, 0, 0
L -1313.0000, 284.0000, 152.0000,  -1305.0000, 280.0000, 151.0000,  0, 0, 0
L -1305.0000, 280.0000, 151.0000,  -1308.0000, 272.0000, 150.0000,  0, 0, 0
L -1341.0000, 270.0000, 153.0000,  -1344.0000, 262.0000, 153.0000,  0, 0, 0
L -1344.0000, 262.0000, 153.0000,  -1352.0000, 265.0000, 154.0000,  0, 0, 0
L -1352.0000, 265.0000, 154.0000,  -1349.0000, 273.0000, 155.0000,  0, 0, 0
L -1349.0000, 273.0000, 155.0000,  -1341.0000, 270.0000, 154.0000,  0, 0, 0
L -1347.0000, 255.0000, 152.0000,  -1350.0000, 247.0000, 152.0000,  0, 0, 0
L -1350.0000, 247.0000, 152.0000,  -1359.0000, 251.0000, 153.0000,  0, 0, 0
L -1359.0000, 251.0000, 153.0000,  -1355.0000, 259.0000, 154.0000,  0, 0, 0
L -1355.0000, 259.0000, 154.0000,  -1347.0000, 255.0000, 153.0000,  0, 0, 0
L -1332.0000, 194.0000, 150.0000,  -1349.0000, 215.0000, 151.0000,  0, 0, 0
L -1349.0000, 215.0000, 151.0000,  -1342.0000, 219.0000, 150.0000,  0, 0, 0
L -1342.0000, 219.0000, 150.0000,  -1325.0000, 200.0000, 149.0000,  0, 0, 0
L -1325.0000, 200.0000, 149.0000,  -1332.0000, 194.0000, 150.0000,  0, 0, 0
L -1952.0000, 449.0000, 235.0000,  -1952.0000, 502.0000, 235.0000,  0, 0, 0
L -2774.0000, -264.0000, 335.0000,  -2809.0000, -287.0000, 339.0000,  0, 0, 0
L -2809.0000, -287.0000, 339.0000,  -2793.0000, -313.0000, 333.0000,  0, 0, 0
L -2793.0000, -313.0000, 333.0000,  -2757.0000, -291.0000, 332.0000,  0, 0, 0
L -2757.0000, -291.0000, 332.0000,  -2762.0000, -282.0000, 332.0000,  0, 0, 0
L -2768.0000, -273.0000, 333.0000,  -2774.0000, -264.0000, 335.0000,  0, 0, 0
L -2317.0000, -792.0000, 272.0000,  -2313.0000, -834.0000, 272.0000,  0, 0, 0
L -2313.0000, -834.0000, 272.0000,  -2282.0000, -831.0000, 269.0000,  0, 0, 0
L -2282.0000, -831.0000, 269.0000,  -2286.0000, -789.0000, 269.0000,  0, 0, 0
L -2286.0000, -789.0000, 269.0000,  -2296.0000, -790.0000, 269.0000,  0, 0, 0
L -2308.0000, -791.0000, 270.0000,  -2317.0000, -792.0000, 272.0000,  0, 0, 0
L -2321.0000, -1489.0000, 295.0000,  -2333.0000, -1489.0000, 295.0000,  0, 0, 0
L -2333.0000, -1489.0000, 295.0000,  -2333.0000, -1536.0000, 295.0000,  0, 0, 0
L -2333.0000, -1536.0000, 295.0000,  -2320.0000, -1535.0000, 295.0000,  0, 0, 0
L -2320.0000, -1535.0000, 295.0000,  -2320.0000, -1540.0000, 295.0000,  0, 0, 0
L -2320.0000, -1540.0000, 295.0000,  -2310.0000, -1540.0000, 295.0000,  0, 0, 0
L -2310.0000, -1540.0000, 295.0000,  -2311.0000, -1535.0000, 295.0000,  0, 0, 0
L -2311.0000, -1535.0000, 295.0000,  -2298.0000, -1535.0000, 295.0000,  0, 0, 0
L -2298.0000, -1535.0000, 295.0000,  -2298.0000, -1489.0000, 295.0000,  0, 0, 0
L -2298.0000, -1489.0000, 295.0000,  -2310.0000, -1489.0000, 295.0000,  0, 0, 0
L -2300.0000, -1491.0000, 296.0000,  -2300.0000, -1533.0000, 296.0000,  0, 0, 0
L -2331.0000, -1533.0000, 296.0000,  -2331.0000, -1491.0000, 296.0000,  0, 0, 0
L -2290.0000, -1472.0000, 295.0000,  -2248.0000, -1472.0000, 295.0000,  0, 0, 0
L -2248.0000, -1472.0000, 295.0000,  -2248.0000, -1440.0000, 296.0000,  0, 0, 0
L -2248.0000, -1440.0000, 296.0000,  -2290.0000, -1440.0000, 296.0000,  0, 0, 0
L -2290.0000, -1440.0000, 296.0000,  -2290.0000, -1450.0000, 296.0000,  0, 0, 0
L -2290.0000, -1461.0000, 296.0000,  -2290.0000, -1472.0000, 295.0000,  0, 0, 0
L -2290.0000, -1461.0000, 296.0000,  -2293.0000, -1461.0000, 295.0000,  0, 0, 0
L -2293.0000, -1461.0000, 295.0000,  -2293.0000, -1473.0000, 295.0000,  0, 0, 0
L -2293.0000, -1473.0000, 295.0000,  -2246.0000, -1473.0000, 295.0000,  0, 0, 0
L -2246.0000, -1473.0000, 295.0000,  -2246.0000, -1460.0000, 295.0000,  0, 0, 0
L -2246.0000, -1460.0000, 295.0000,  -2242.0000, -1460.0000, 294.0000,  0, 0, 0
L -2242.0000, -1460.0000, 294.0000,  -2242.0000, -1451.0000, 294.0000,  0, 0, 0
L -2242.0000, -1451.0000, 294.0000,  -2246.0000, -1451.0000, 295.0000,  0, 0, 0
L -2246.0000, -1451.0000, 295.0000,  -2246.0000, -1438.0000, 295.0000,  0, 0, 0
L -2246.0000, -1438.0000, 295.0000,  -2293.0000, -1438.0000, 295.0000,  0, 0, 0
L -2293.0000, -1438.0000, 295.0000,  -2293.0000, -1450.0000, 295.0000,  0, 0, 0
L -2293.0000, -1450.0000, 295.0000,  -2290.0000, -1450.0000, 296.0000,  0, 0, 0
L -3845.0000, 199.0000, 493.0000,  -3803.0000, 199.0000, 493.0000,  0, 0, 0
L -3803.0000, 199.0000, 493.0000,  -3803.0000, 231.0000, 493.0000,  0, 0, 0
L -3803.0000, 231.0000, 493.0000,  -3845.0000, 231.0000, 493.0000,  0, 0, 0
L -3845.0000, 231.0000, 493.0000,  -3845.0000, 222.0000, 493.0000,  0, 0, 0
L -3845.0000, 210.0000, 493.0000,  -3845.0000, 199.0000, 493.0000,  0, 0, 0
L -3845.0000, 210.0000, 493.0000,  -3848.0000, 209.0000, 493.0000,  0, 0, 0
L -3848.0000, 209.0000, 493.0000,  -3848.0000, 198.0000, 493.0000,  0, 0, 0
L -3848.0000, 198.0000, 493.0000,  -3801.0000, 198.0000, 492.0000,  0, 0, 0
L -3801.0000, 198.0000, 492.0000,  -3801.0000, 211.0000, 492.0000,  0, 0, 0
L -3801.0000, 211.0000, 492.0000,  -3797.0000, 211.0000, 492.0000,  0, 0, 0
L -3797.0000, 211.0000, 492.0000,  -3797.0000, 220.0000, 492.0000,  0, 0, 0
L -3797.0000, 220.0000, 492.0000,  -3801.0000, 220.0000, 492.0000,  0, 0, 0
L -3801.0000, 220.0000, 492.0000,  -3802.0000, 233.0000, 492.0000,  0, 0, 0
L -3802.0000, 233.0000, 492.0000,  -3848.0000, 232.0000, 493.0000,  0, 0, 0
L -3848.0000, 232.0000, 493.0000,  -3848.0000, 222.0000, 493.0000,  0, 0, 0
L -3848.0000, 222.0000, 493.0000,  -3845.0000, 222.0000, 493.0000,  0, 0, 0
L -4899.0000, -561.0000, 690.0000,  -4899.0000, -565.0000, 690.0000,  0, 0, 0
L -4885.0000, -561.0000, 690.0000,  -4885.0000, -538.0000, 690.0000,  0, 0, 0
L -4899.0000, -561.0000, 690.0000,  -4885.0000, -561.0000, 690.0000,  199, 21, 133
L -4713.0000, -1986.0000, 832.0000,  -4713.0000, -1944.0000, 832.0000,  0, 0, 0
L -4713.0000, -1944.0000, 832.0000,  -4714.0000, -1900.0000, 826.0000,  0, 0, 0
L -4714.0000, -1900.0000, 826.0000,  -4714.0000, -1860.0000, 815.0000,  0, 0, 0
L -4714.0000, -1860.0000, 815.0000,  -4715.0000, -1817.0000, 817.0000,  0, 0, 0
L -4715.0000, -1817.0000, 817.0000,  -4715.0000, -1770.0000, 802.0000,  0, 0, 0
L -4715.0000, -1770.0000, 802.0000,  -4716.0000, -1729.0000, 790.0000,  0, 0, 0
L -4716.0000, -1729.0000, 790.0000,  -4716.0000, -1685.0000, 790.0000,  0, 0, 0
L -4716.0000, -1685.0000, 790.0000,  -4717.0000, -1646.0000, 789.0000,  0, 0, 0
L -4717.0000, -1646.0000, 789.0000,  -4717.0000, -1603.0000, 798.0000,  0, 0, 0
L -4717.0000, -1603.0000, 798.0000,  -4718.0000, -1561.0000, 810.0000,  0, 0, 0
L -4718.0000, -1561.0000, 810.0000,  -4718.0000, -1517.0000, 818.0000,  0, 0, 0
L -4718.0000, -1517.0000, 818.0000,  -4719.0000, -1477.0000, 802.0000,  0, 0, 0
L -4719.0000, -1477.0000, 802.0000,  -4719.0000, -1436.0000, 788.0000,  0, 0, 0
L -4719.0000, -1436.0000, 788.0000,  -4720.0000, -1392.0000, 783.0000,  0, 0, 0
L -4720.0000, -1392.0000, 783.0000,  -4720.0000, -1350.0000, 774.0000,  0, 0, 0
L -4720.0000, -1350.0000, 774.0000,  -4721.0000, -1309.0000, 767.0000,  0, 0, 0
L -4721.0000, -1309.0000, 767.0000,  -4721.0000, -1268.0000, 767.0000,  0, 0, 0
L -4721.0000, -1268.0000, 767.0000,  -4722.0000, -1225.0000, 767.0000,  0, 0, 0
L -4722.0000, -1225.0000, 767.0000,  -4723.0000, -1183.0000, 767.0000,  0, 0, 0
L -4723.0000, -1183.0000, 767.0000,  -4723.0000, -1141.0000, 766.0000,  0, 0, 0
L -4723.0000, -1141.0000, 766.0000,  -4724.0000, -1101.0000, 762.0000,  0, 0, 0
L -4724.0000, -1101.0000, 762.0000,  -4724.0000, -1057.0000, 762.0000,  0, 0, 0
L -4724.0000, -1057.0000, 762.0000,  -4725.0000, -1017.0000, 764.0000,  0, 0, 0
L -4725.0000, -1017.0000, 764.0000,  -4725.0000, -974.0000, 766.0000,  0, 0, 0
L -4725.0000, -974.0000, 766.0000,  -4726.0000, -934.0000, 769.0000,  0, 0, 0
L -4726.0000, -934.0000, 769.0000,  -4726.0000, -891.0000, 767.0000,  0, 0, 0
L -4726.0000, -891.0000, 767.0000,  -4727.0000, -849.0000, 762.0000,  0, 0, 0
L -4727.0000, -849.0000, 762.0000,  -4727.0000, -807.0000, 749.0000,  0, 0, 0
L -4727.0000, -807.0000, 749.0000,  -4728.0000, -765.0000, 763.0000,  0, 0, 0
L -4728.0000, -765.0000, 763.0000,  -4728.0000, -724.0000, 780.0000,  0, 0, 0
L -4728.0000, -724.0000, 780.0000,  -4729.0000, -680.0000, 783.0000,  0, 0, 0
L -4729.0000, -680.0000, 783.0000,  -4729.0000, -638.0000, 749.0000,  0, 0, 0
L -4729.0000, -638.0000, 749.0000,  -4730.0000, -598.0000, 714.0000,  0, 0, 0
L -4730.0000, -598.0000, 714.0000,  -4730.0000, -568.0000, 718.0000,  0, 0, 0
L -4730.0000, -568.0000, 718.0000,  -4733.0000, -562.0000, 722.0000,  0, 0, 0
L -4733.0000, -562.0000, 722.0000,  -4738.0000, -553.0000, 721.0000,  0, 0, 0
L -4738.0000, -553.0000, 721.0000,  -4747.0000, -537.0000, 706.0000,  0, 0, 0
L -4747.0000, -537.0000, 706.0000,  -4796.0000, -509.0000, 723.0000,  0, 0, 0
L -4832.0000, -474.0000, 672.0000,  -4776.0000, -478.0000, 666.0000,  150, 150, 150
L -4776.0000, -478.0000, 666.0000,  -4761.0000, -479.0000, 664.0000,  150, 150, 150
L -4761.0000, -479.0000, 664.0000,  -4752.0000, -481.0000, 662.0000,  150, 150, 150
L -4752.0000, -481.0000, 662.0000,  -4699.0000, -489.0000, 652.0000,  150, 150, 150
L -4699.0000, -489.0000, 652.0000,  -4695.0000, -490.0000, 652.0000,  150, 150, 150
L -4695.0000, -490.0000, 652.0000,  -4688.0000, -494.0000, 653.0000,  150, 150, 150
L -4688.0000, -494.0000, 653.0000,  -4679.0000, -502.0000, 657.0000,  150, 150, 150
L -4679.0000, -502.0000, 657.0000,  -4656.0000, -521.0000, 643.0000,  150, 150, 150
L -4656.0000, -521.0000, 643.0000,  -4651.0000, -526.0000, 629.0000,  150, 150, 150
L -4651.0000, -526.0000, 629.0000,  -4652.0000, -534.0000, 629.0000,  150, 150, 150
L -4652.0000, -534.0000, 629.0000,  -4652.0000, -544.0000, 628.0000,  150, 150, 150
L -4652.0000, -544.0000, 628.0000,  -4653.0000, -550.0000, 627.0000,  150, 150, 150
L -4653.0000, -550.0000, 627.0000,  -4653.0000, -560.0000, 626.0000,  150, 150, 150
L -4653.0000, -560.0000, 626.0000,  -4654.0000, -568.0000, 626.0000,  150, 150, 150
L -4654.0000, -568.0000, 626.0000,  -4654.0000, -575.0000, 625.0000,  150, 150, 150
L -4654.0000, -575.0000, 625.0000,  -4655.0000, -585.0000, 624.0000,  150, 150, 150
L -4655.0000, -585.0000, 624.0000,  -4656.0000, -593.0000, 624.0000,  150, 150, 150
L -4656.0000, -593.0000, 624.0000,  -4656.0000, -601.0000, 623.0000,  150, 150, 150
L -4656.0000, -601.0000, 623.0000,  -4656.0000, -628.0000, 622.0000,  150, 150, 150
L -4656.0000, -628.0000, 622.0000,  -4655.0000, -649.0000, 622.0000,  150, 150, 150
L -4655.0000, -649.0000, 622.0000,  -4655.0000, -672.0000, 622.0000,  150, 150, 150
L -4655.0000, -672.0000, 622.0000,  -4654.0000, -691.0000, 621.0000,  150, 150, 150
L -4654.0000, -691.0000, 621.0000,  -4654.0000, -714.0000, 621.0000,  150, 150, 150
L -4654.0000, -714.0000, 621.0000,  -4653.0000, -735.0000, 625.0000,  150, 150, 150
L -4653.0000, -735.0000, 625.0000,  -4653.0000, -756.0000, 632.0000,  150, 150, 150
L -4653.0000, -756.0000, 632.0000,  -4652.0000, -776.0000, 638.0000,  150, 150, 150
L -4652.0000, -776.0000, 638.0000,  -4652.0000, -799.0000, 646.0000,  150, 150, 150
L -4652.0000, -799.0000, 646.0000,  -4651.0000, -819.0000, 652.0000,  150, 150, 150
L -4651.0000, -819.0000, 652.0000,  -4651.0000, -840.0000, 658.0000,  150, 150, 150
L -4651.0000, -840.0000, 658.0000,  -4650.0000, -863.0000, 656.0000,  150, 150, 150
L -4650.0000, -863.0000, 656.0000,  -4649.0000, -882.0000, 654.0000,  150, 150, 150
L -4649.0000, -882.0000, 654.0000,  -4649.0000, -906.0000, 653.0000,  150, 150, 150
L -4649.0000, -906.0000, 653.0000,  -4648.0000, -925.0000, 651.0000,  150, 150, 150
L -4648.0000, -925.0000, 651.0000,  -4648.0000, -946.0000, 649.0000,  150, 150, 150
L -4648.0000, -946.0000, 649.0000,  -4648.0000, -957.0000, 648.0000,  150, 150, 150
L -4648.0000, -957.0000, 648.0000,  -4649.0000, -966.0000, 647.0000,  150, 150, 150
L -4649.0000, -966.0000, 647.0000,  -4650.0000, -972.0000, 647.0000,  150, 150, 150
L -4650.0000, -972.0000, 647.0000,  -4650.0000, -980.0000, 647.0000,  150, 150, 150
L -4650.0000, -980.0000, 647.0000,  -4650.0000, -1008.0000, 646.0000,  150, 150, 150
L -4650.0000, -1008.0000, 646.0000,  -4650.0000, -1046.0000, 644.0000,  150, 150, 150
L -4650.0000, -1046.0000, 644.0000,  -4651.0000, -1061.0000, 643.0000,  150, 150, 150
L -4651.0000, -1061.0000, 643.0000,  -4651.0000, -1078.0000, 643.0000,  150, 150, 150
L -4651.0000, -1078.0000, 643.0000,  -4652.0000, -1092.0000, 643.0000,  150, 150, 150
L -4652.0000, -1092.0000, 643.0000,  -4652.0000, -1109.0000, 643.0000,  150, 150, 150
L -4652.0000, -1109.0000, 643.0000,  -4653.0000, -1124.0000, 643.0000,  150, 150, 150
L -4653.0000, -1124.0000, 643.0000,  -4653.0000, -1143.0000, 642.0000,  150, 150, 150
L -4653.0000, -1143.0000, 642.0000,  -4652.0000, -1154.0000, 642.0000,  150, 150, 150
L -4652.0000, -1154.0000, 642.0000,  -4651.0000, -1164.0000, 641.0000,  150, 150, 150
L -4651.0000, -1164.0000, 641.0000,  -4651.0000, -1182.0000, 641.0000,  150, 150, 150
L -4651.0000, -1182.0000, 641.0000,  -4650.0000, -1222.0000, 641.0000,  150, 150, 150
L -4650.0000, -1222.0000, 641.0000,  -4650.0000, -1261.0000, 642.0000,  150, 150, 150
L -4650.0000, -1261.0000, 642.0000,  -4649.0000, -1301.0000, 643.0000,  150, 150, 150
L -4649.0000, -1301.0000, 643.0000,  -4649.0000, -1341.0000, 646.0000,  150, 150, 150
L -4649.0000, -1341.0000, 646.0000,  -4648.0000, -1378.0000, 650.0000,  150, 150, 150
L -4648.0000, -1378.0000, 650.0000,  -4649.0000, -1410.0000, 653.0000,  150, 150, 150
L -4649.0000, -1410.0000, 653.0000,  -4649.0000, -1427.0000, 655.0000,  150, 150, 150
L -4649.0000, -1427.0000, 655.0000,  -4650.0000, -1441.0000, 657.0000,  150, 150, 150
L -4650.0000, -1441.0000, 657.0000,  -4650.0000, -1458.0000, 655.0000,  150, 150, 150
L -4650.0000, -1458.0000, 655.0000,  -4651.0000, -1474.0000, 654.0000,  150, 150, 150
L -4651.0000, -1474.0000, 654.0000,  -4651.0000, -1489.0000, 652.0000,  150, 150, 150
L -4651.0000, -1489.0000, 652.0000,  -4651.0000, -1534.0000, 646.0000,  150, 150, 150
L -4651.0000, -1534.0000, 646.0000,  -4650.0000, -1574.0000, 643.0000,  150, 150, 150
L -4650.0000, -1574.0000, 643.0000,  -4650.0000, -1613.0000, 645.0000,  150, 150, 150
L -4650.0000, -1613.0000, 645.0000,  -4649.0000, -1645.0000, 646.0000,  150, 150, 150
L -4649.0000, -1645.0000, 646.0000,  -4648.0000, -1651.0000, 646.0000,  150, 150, 150
L -4648.0000, -1651.0000, 646.0000,  -4647.0000, -1653.0000, 645.0000,  150, 150, 150
L -4647.0000, -1653.0000, 645.0000,  -4645.0000, -1658.0000, 645.0000,  150, 150, 150
L -4645.0000, -1658.0000, 645.0000,  -4642.0000, -1662.0000, 644.0000,  150, 150, 150
L -4642.0000, -1662.0000, 644.0000,  -4640.0000, -1664.0000, 643.0000,  150, 150, 150
L -4640.0000, -1664.0000, 643.0000,  -4631.0000, -1671.0000, 639.0000,  150, 150, 150
L -4631.0000, -1671.0000, 639.0000,  -4607.0000, -1690.0000, 634.0000,  150, 150, 150
L -4607.0000, -1690.0000, 634.0000,  -4584.0000, -1708.0000, 635.0000,  150, 150, 150
L -4584.0000, -1708.0000, 635.0000,  -4577.0000, -1716.0000, 637.0000,  150, 150, 150
L -4577.0000, -1716.0000, 637.0000,  -4569.0000, -1726.0000, 636.0000,  150, 150, 150
L -4569.0000, -1726.0000, 636.0000,  -4563.0000, -1737.0000, 635.0000,  150, 150, 150
L -4563.0000, -1737.0000, 635.0000,  -4547.0000, -1767.0000, 635.0000,  150, 150, 150
L -4547.0000, -1767.0000, 635.0000,  -4547.0000, -1768.0000, 635.0000,  150, 150, 150
L -4547.0000, -1768.0000, 635.0000,  -4543.0000, -1779.0000, 636.0000,  150, 150, 150
L -4543.0000, -1779.0000, 636.0000,  -4531.0000, -1814.0000, 635.0000,  150, 150, 150
L -4531.0000, -1814.0000, 635.0000,  -4531.0000, -1824.0000, 635.0000,  150, 150, 150
L -4531.0000, -1824.0000, 635.0000,  -4532.0000, -1832.0000, 635.0000,  150, 150, 150
L -4532.0000, -1832.0000, 635.0000,  -4533.0000, -1839.0000, 635.0000,  150, 150, 150
L -4533.0000, -1839.0000, 635.0000,  -4534.0000, -1846.0000, 635.0000,  150, 150, 150
L -4534.0000, -1846.0000, 635.0000,  -4535.0000, -1849.0000, 635.0000,  150, 150, 150
L -4535.0000, -1849.0000, 635.0000,  -4536.0000, -1855.0000, 635.0000,  150, 150, 150
L -4536.0000, -1855.0000, 635.0000,  -4536.0000, -1860.0000, 635.0000,  150, 150, 150
L -4536.0000, -1860.0000, 635.0000,  -4537.0000, -1865.0000, 635.0000,  150, 150, 150
L -4537.0000, -1865.0000, 635.0000,  -4538.0000, -1870.0000, 635.0000,  150, 150, 150
L -4538.0000, -1870.0000, 635.0000,  -4535.0000, -1915.0000, 632.0000,  150, 150, 150
L -4535.0000, -1915.0000, 632.0000,  -4534.0000, -1918.0000, 631.0000,  150, 150, 150
L -4534.0000, -1918.0000, 631.0000,  -4533.0000, -1919.0000, 631.0000,  150, 150, 150
L -4533.0000, -1919.0000, 631.0000,  -4529.0000, -1922.0000, 634.0000,  150, 150, 150
L -4529.0000, -1922.0000, 634.0000,  -4432.0000, -1916.0000, 622.0000,  150, 150, 150
L -4432.0000, -1916.0000, 622.0000,  -4417.0000, -1913.0000, 621.0000,  150, 150, 150
L -4417.0000, -1913.0000, 621.0000,  -4406.0000, -1908.0000, 619.0000,  150, 150, 150
L -4406.0000, -1908.0000, 619.0000,  -4389.0000, -1903.0000, 606.0000,  150, 150, 150
L -4389.0000, -1903.0000, 606.0000,  -4368.0000, -1911.0000, 603.0000,  150, 150, 150
L -4368.0000, -1911.0000, 603.0000,  -4357.0000, -1913.0000, 601.0000,  150, 150, 150
L -4357.0000, -1913.0000, 601.0000,  -4318.0000, -1919.0000, 591.0000,  150, 150, 150
L -4318.0000, -1919.0000, 591.0000,  -4310.0000, -1919.0000, 589.0000,  150, 150, 150
L -4310.0000, -1919.0000, 589.0000,  -4290.0000, -1919.0000, 585.0000,  150, 150, 150
L -4290.0000, -1919.0000, 585.0000,  -4241.0000, -1920.0000, 575.0000,  150, 150, 150
L -4241.0000, -1920.0000, 575.0000,  -4231.0000, -1920.0000, 574.0000,  150, 150, 150
L -4231.0000, -1920.0000, 574.0000,  -4201.0000, -1919.0000, 567.0000,  150, 150, 150
L -4201.0000, -1919.0000, 567.0000,  -4127.0000, -1916.0000, 556.0000,  150, 150, 150
L -4127.0000, -1916.0000, 556.0000,  -4118.0000, -1916.0000, 554.0000,  150, 150, 150
L -4118.0000, -1916.0000, 554.0000,  -4108.0000, -1917.0000, 553.0000,  150, 150, 150
L -4108.0000, -1917.0000, 553.0000,  -4098.0000, -1918.0000, 552.0000,  150, 150, 150
L -4098.0000, -1918.0000, 552.0000,  -4088.0000, -1918.0000, 551.0000,  150, 150, 150
L -4088.0000, -1918.0000, 551.0000,  -3849.0000, -1924.0000, 463.0000,  150, 150, 150
L -3849.0000, -1924.0000, 463.0000,  -3843.0000, -1925.0000, 463.0000,  150, 150, 150
L -3843.0000, -1925.0000, 463.0000,  -3834.0000, -1914.0000, 465.0000,  150, 150, 150
L -3834.0000, -1914.0000, 465.0000,  -3821.0000, -1922.0000, 457.0000,  150, 150, 150
L -3785.0000, -1925.0000, 456.0000,  -3756.0000, -1920.0000, 448.0000,  150, 150, 150
L -3756.0000, -1920.0000, 448.0000,  -3753.0000, -1920.0000, 447.0000,  150, 150, 150
