P -1100, 1400, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -1100, 1600, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -1100, 1800, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L -2946.0, 803.0, -123.0, -3008.0, 802.0, -123.0, 0, 0, 0
L -3045.0, 860.0, -123.0, -3008.0, 860.0, -123.0, 0, 0, 0
L -3008.0, 860.0, -123.0, -3005.0, 956.0, -123.0, 0, 0, 0
L -3005.0, 956.0, -123.0, -2946.0, 957.0, -125.0, 0, 0, 0
L -2946.0, 957.0, -125.0, -2945.0, 948.0, -125.0, 0, 0, 0
L -2945.0, 948.0, -125.0, -2910.0, 963.0, -121.0, 0, 0, 0
L -2910.0, 963.0, -121.0, -2836.0, 983.0, -111.0, 0, 0, 0
L -2836.0, 983.0, -111.0, -2804.0, 991.0, -99.0, 0, 0, 0
L -2804.0, 991.0, -99.0, -2784.0, 996.0, -98.0, 0, 0, 0
L -2784.0, 996.0, -98.0, -2743.0, 1005.0, -83.0, 0, 0, 0
L -2743.0, 1005.0, -83.0, -2697.0, 1019.0, -62.0, 0, 0, 0
L -2697.0, 1019.0, -62.0, -2678.0, 1024.0, -50.0, 0, 0, 0
L -2678.0, 1024.0, -50.0, -2611.0, 1038.0, -59.0, 0, 0, 0
L -2611.0, 1038.0, -59.0, -2575.0, 1029.0, -58.0, 0, 0, 0
L -2575.0, 1029.0, -58.0, -2552.0, 1025.0, -47.0, 0, 0, 0
L -20.0, -272.0, -59.0, -45.0, -271.0, -59.0, 0, 0, 0
L -45.0, -271.0, -59.0, -78.0, -272.0, -59.0, 0, 0, 0
L -78.0, -272.0, -59.0, -111.0, -267.0, -56.0, 0, 0, 0
L -111.0, -267.0, -56.0, -139.0, -261.0, -58.0, 0, 0, 0
L -139.0, -261.0, -58.0, -170.0, -249.0, -56.0, 0, 0, 0
L -170.0, -249.0, -56.0, -209.0, -235.0, -56.0, 0, 0, 0
L -209.0, -235.0, -56.0, -233.0, -216.0, -58.0, 0, 0, 0
L -287.0, -176.0, -55.0, -306.0, -135.0, -58.0, 0, 0, 0
L -306.0, -135.0, -58.0, -320.0, -109.0, -48.0, 0, 0, 0
L -320.0, -109.0, -48.0, -336.0, -76.0, -52.0, 0, 0, 0
L -336.0, -76.0, -52.0, -355.0, -37.0, -55.0, 0, 0, 0
L -355.0, -37.0, -55.0, -372.0, -31.0, -56.0, 0, 0, 0
L -372.0, -31.0, -56.0, -402.0, -11.0, -53.0, 0, 0, 0
L -402.0, -11.0, -53.0, -434.0, 9.0, -56.0, 0, 0, 0
L -434.0, 9.0, -56.0, -437.0, 10.0, -55.0, 0, 0, 0
L -437.0, 10.0, -55.0, -450.0, 18.0, -48.0, 0, 0, 0
L -450.0, 18.0, -48.0, -497.0, 18.0, -58.0, 0, 0, 0
L -1157.0, -259.0, -58.0, -1136.0, -192.0, -58.0, 150, 150, 150
L -1136.0, -192.0, -58.0, -1127.0, -132.0, -63.0, 150, 150, 150
L -1127.0, -132.0, -63.0, -1133.0, -54.0, -58.0, 150, 150, 150
L -1133.0, -54.0, -58.0, -1083.0, 12.0, -63.0, 150, 150, 150
L -1083.0, 12.0, -63.0, -1092.0, 145.0, -63.0, 150, 150, 150
L -1092.0, 145.0, -63.0, -1132.0, 214.0, -58.0, 150, 150, 150
L -1132.0, 214.0, -58.0, -1159.0, 285.0, -58.0, 150, 150, 150
L -1159.0, 285.0, -58.0, -1129.0, 466.0, -63.0, 150, 150, 150
L -1129.0, 466.0, -63.0, -1139.0, 595.0, -63.0, 150, 150, 150
L -1139.0, 595.0, -63.0, -1136.0, 612.0, -62.0, 150, 150, 150
L -1136.0, 612.0, -62.0, -1141.0, 612.0, -61.0, 0, 0, 0
L -1141.0, 612.0, -61.0, -1145.0, 604.0, -61.0, 0, 0, 0
L -1145.0, 604.0, -61.0, -1167.0, 612.0, -49.0, 0, 0, 0
L -1167.0, 612.0, -49.0, -1197.0, 611.0, -52.0, 0, 0, 0
L -1197.0, 611.0, -52.0, -1210.0, 619.0, -50.0, 0, 0, 0
L -1210.0, 619.0, -50.0, -1241.0, 640.0, -55.0, 0, 0, 0
L -1241.0, 640.0, -55.0, -1279.0, 666.0, -57.0, 0, 0, 0
L -1279.0, 666.0, -57.0, -1326.0, 681.0, -58.0, 0, 0, 0
L -1326.0, 681.0, -58.0, -1354.0, 691.0, -48.0, 0, 0, 0
L -1354.0, 691.0, -48.0, -1381.0, 713.0, -48.0, 0, 0, 0
L -1381.0, 713.0, -48.0, -1418.0, 746.0, -37.0, 0, 0, 0
L -1418.0, 746.0, -37.0, -1450.0, 762.0, -24.0, 0, 0, 0
L -1450.0, 762.0, -24.0, -1487.0, 773.0, -12.0, 0, 0, 0
L -1487.0, 773.0, -12.0, -1519.0, 775.0, -12.0, 0, 0, 0
L -1519.0, 775.0, -12.0, -1566.0, 774.0, -18.0, 0, 0, 0
L -1566.0, 774.0, -18.0, -1575.0, 773.0, -19.0, 0, 0, 0
L -1575.0, 773.0, -19.0, -1595.0, 773.0, -16.0, 0, 0, 0
L -1595.0, 773.0, -16.0, -1612.0, 775.0, -7.0, 0, 0, 0
L -1662.0, 774.0, -19.0, -1662.0, 727.0, -19.0, 0, 0, 0
L -1662.0, 727.0, -19.0, -1663.0, 686.0, -19.0, 0, 0, 0
L -1663.0, 686.0, -19.0, -1658.0, 652.0, -18.0, 0, 0, 0
L -1658.0, 652.0, -18.0, -1654.0, 629.0, -26.0, 0, 0, 0
L -1654.0, 629.0, -26.0, -1646.0, 605.0, -34.0, 0, 0, 0
L -1646.0, 605.0, -34.0, -1634.0, 556.0, -50.0, 0, 0, 0
L -1634.0, 556.0, -50.0, -1628.0, 531.0, -48.0, 0, 0, 0
L -1628.0, 531.0, -48.0, -1639.0, 476.0, -48.0, 0, 0, 0
L -1639.0, 476.0, -48.0, -1659.0, 468.0, -49.0, 0, 0, 0
L -1659.0, 468.0, -49.0, -1680.0, 463.0, -50.0, 0, 0, 0
L -1680.0, 463.0, -50.0, -1700.0, 458.0, -49.0, 0, 0, 0
L -1700.0, 458.0, -49.0, -1734.0, 458.0, -55.0, 0, 0, 0
L -1734.0, 458.0, -55.0, -1764.0, 457.0, -56.0, 0, 0, 0
L -1764.0, 457.0, -56.0, -1800.0, 458.0, -57.0, 0, 0, 0
L -1800.0, 458.0, -57.0, -1828.0, 453.0, -58.0, 0, 0, 0
L -1879.0, 460.0, -50.0, -1904.0, 511.0, -54.0, 0, 0, 0
L -1904.0, 511.0, -54.0, -1910.0, 536.0, -58.0, 0, 0, 0
L -1910.0, 536.0, -58.0, -1911.0, 554.0, -58.0, 0, 0, 0
L -1911.0, 554.0, -58.0, -1925.0, 587.0, -47.0, 0, 0, 0
L -1925.0, 587.0, -47.0, -1953.0, 593.0, -50.0, 0, 0, 0
L -1953.0, 593.0, -50.0, -1963.0, 595.0, -50.0, 0, 0, 0
L -1963.0, 595.0, -50.0, -1986.0, 602.0, -53.0, 0, 0, 0
L -1986.0, 602.0, -53.0, -2035.0, 576.0, -58.0, 0, 0, 0
L -2035.0, 576.0, -58.0, -2056.0, 565.0, -57.0, 0, 0, 0
L -2135.0, 583.0, -53.0, -2166.0, 598.0, -49.0, 0, 0, 0
L -2166.0, 598.0, -49.0, -2201.0, 602.0, -56.0, 0, 0, 0
L -2201.0, 602.0, -56.0, -2241.0, 615.0, -49.0, 0, 0, 0
L -2241.0, 615.0, -49.0, -2263.0, 636.0, -49.0, 0, 0, 0
L -2263.0, 636.0, -49.0, -2275.0, 653.0, -50.0, 0, 0, 0
L -2275.0, 653.0, -50.0, -2287.0, 681.0, -53.0, 0, 0, 0
L -2287.0, 681.0, -53.0, -2287.0, 711.0, -55.0, 0, 0, 0
L -2287.0, 711.0, -55.0, -2274.0, 740.0, -58.0, 0, 0, 0
L -2274.0, 740.0, -58.0, -2259.0, 763.0, -56.0, 0, 0, 0
L -2259.0, 763.0, -56.0, -2268.0, 811.0, -48.0, 0, 0, 0
L -2268.0, 811.0, -48.0, -2267.0, 828.0, -53.0, 0, 0, 0
L -2267.0, 828.0, -53.0, -2274.0, 847.0, -51.0, 0, 0, 0
L -509.0, -1156.0, -65.0, -472.0, -1148.0, -65.0, 150, 150, 150
L -472.0, -1148.0, -65.0, -339.0, -1157.0, -65.0, 150, 150, 150
L -339.0, -1157.0, -65.0, -301.0, -1147.0, -65.0, 150, 150, 150
L -301.0, -1147.0, -65.0, -302.0, -1075.0, -65.0, 150, 150, 150
L -302.0, -1075.0, -65.0, -290.0, -831.0, -62.0, 150, 150, 150
L -290.0, -831.0, -62.0, -331.0, -829.0, -68.0, 150, 150, 150
L -331.0, -829.0, -68.0, -440.0, -765.0, -82.0, 150, 150, 150
L -440.0, -765.0, -82.0, -467.0, -703.0, -69.0, 150, 150, 150
L -467.0, -703.0, -69.0, -470.0, -621.0, -64.0, 150, 150, 150
L -470.0, -620.0, -64.0, -462.0, -642.0, -69.0, 0, 0, 0
L -462.0, -642.0, -69.0, -433.0, -673.0, -59.0, 0, 0, 0
L -433.0, -673.0, -59.0, -367.0, -688.0, -59.0, 0, 0, 0
L -367.0, -688.0, -59.0, -339.0, -697.0, -42.0, 0, 0, 0
L -339.0, -697.0, -42.0, -301.0, -778.0, -59.0, 0, 0, 0
L -301.0, -778.0, -59.0, -276.0, -781.0, -59.0, 0, 0, 0
L -276.0, -781.0, -59.0, -245.0, -778.0, -50.0, 0, 0, 0
L -245.0, -778.0, -50.0, -212.0, -778.0, -54.0, 0, 0, 0
L -212.0, -778.0, -54.0, -194.0, -777.0, -48.0, 0, 0, 0
L -194.0, -777.0, -48.0, -134.0, -749.0, -57.0, 0, 0, 0
L -134.0, -749.0, -57.0, -129.0, -742.0, -48.0, 0, 0, 0
L -129.0, -742.0, -48.0, -130.0, -676.0, -49.0, 0, 0, 0
L -130.0, -676.0, -49.0, -128.0, -637.0, -56.0, 0, 0, 0
L -128.0, -637.0, -56.0, -128.0, -600.0, -58.0, 0, 0, 0
L -128.0, -600.0, -58.0, -137.0, -569.0, -51.0, 0, 0, 0
L -137.0, -569.0, -51.0, -164.0, -550.0, -49.0, 0, 0, 0
L -164.0, -550.0, -49.0, -199.0, -543.0, -48.0, 0, 0, 0
L -199.0, -543.0, -48.0, -234.0, -545.0, -48.0, 0, 0, 0
L -234.0, -545.0, -48.0, -259.0, -537.0, -47.0, 0, 0, 0
L -259.0, -537.0, -47.0, -307.0, -487.0, -51.0, 0, 0, 0
L -307.0, -487.0, -51.0, -321.0, -456.0, -52.0, 0, 0, 0
L -321.0, -456.0, -52.0, -322.0, -426.0, -49.0, 0, 0, 0
L -322.0, -426.0, -49.0, -330.0, -383.0, -56.0, 0, 0, 0
L -330.0, -383.0, -56.0, -339.0, -355.0, -46.0, 0, 0, 0
L -339.0, -355.0, -46.0, -329.0, -323.0, -51.0, 0, 0, 0
L -329.0, -323.0, -51.0, -317.0, -285.0, -49.0, 0, 0, 0
L -317.0, -285.0, -49.0, -301.0, -256.0, -54.0, 0, 0, 0
L -301.0, -256.0, -54.0, -289.0, -230.0, -49.0, 0, 0, 0
L -289.0, -230.0, -49.0, -287.0, -176.0, -55.0, 0, 0, 0
L -233.0, -216.0, -58.0, -247.0, -245.0, -54.0, 0, 0, 0
L -247.0, -245.0, -54.0, -262.0, -275.0, -55.0, 0, 0, 0
L -262.0, -275.0, -55.0, -271.0, -292.0, -48.0, 0, 0, 0
L -271.0, -292.0, -48.0, -277.0, -314.0, -53.0, 0, 0, 0
L -277.0, -314.0, -53.0, -290.0, -357.0, -52.0, 0, 0, 0
L -290.0, -357.0, -52.0, -282.0, -397.0, -59.0, 0, 0, 0
L -282.0, -397.0, -59.0, -261.0, -476.0, -49.0, 0, 0, 0
L -261.0, -476.0, -49.0, -198.0, -494.0, -49.0, 0, 0, 0
L -198.0, -494.0, -49.0, -149.0, -500.0, -52.0, 0, 0, 0
L -149.0, -500.0, -52.0, -99.0, -539.0, -50.0, 0, 0, 0
L -99.0, -539.0, -50.0, -85.0, -563.0, -52.0, 0, 0, 0
L -85.0, -563.0, -52.0, -78.0, -608.0, -49.0, 0, 0, 0
L -78.0, -608.0, -49.0, -81.0, -651.0, -56.0, 0, 0, 0
L -81.0, -651.0, -56.0, -79.0, -701.0, -51.0, 0, 0, 0
L -79.0, -701.0, -51.0, -79.0, -741.0, -47.0, 0, 0, 0
L -79.0, -741.0, -47.0, -56.0, -755.0, -53.0, 0, 0, 0
L -56.0, -755.0, -53.0, -14.0, -777.0, -48.0, 0, 0, 0
L -14.0, -777.0, -48.0, 7.0, -777.0, -54.0, 0, 0, 0
L 7.0, -777.0, -54.0, 40.0, -770.0, -52.0, 0, 0, 0
L 40.0, -770.0, -52.0, 47.0, -763.0, -47.0, 0, 0, 0
L 47.0, -763.0, -47.0, 56.0, -719.0, -51.0, 0, 0, 0
L 56.0, -719.0, -51.0, 59.0, -704.0, -48.0, 0, 0, 0
L 59.0, -704.0, -48.0, 55.0, -685.0, -49.0, 0, 0, 0
L 55.0, -685.0, -49.0, 44.0, -640.0, -31.0, 0, 0, 0
L 44.0, -640.0, -31.0, 51.0, -611.0, -18.0, 0, 0, 0
L 51.0, -611.0, -18.0, 59.0, -580.0, 4.0, 0, 0, 0
L 59.0, -580.0, 4.0, 72.0, -541.0, 0.0, 0, 0, 0
L 72.0, -541.0, 0.0, 85.0, -503.0, 3.0, 0, 0, 0
L 85.0, -503.0, 3.0, 108.0, -449.0, 0.0, 0, 0, 0
L 108.0, -449.0, 0.0, 124.0, -406.0, -25.0, 0, 0, 0
L 124.0, -406.0, -25.0, 144.0, -352.0, -46.0, 0, 0, 0
L 144.0, -352.0, -46.0, 144.0, -317.0, -52.0, 0, 0, 0
L 144.0, -317.0, -52.0, 136.0, -290.0, -48.0, 0, 0, 0
L 136.0, -290.0, -48.0, 72.0, -274.0, -48.0, 0, 0, 0
L 72.0, -274.0, -48.0, 22.0, -273.0, -58.0, 0, 0, 0
L 22.0, -273.0, -58.0, -20.0, -272.0, -59.0, 0, 0, 0
L 2.0, -212.0, -57.0, 2.0, -225.0, -56.0, 0, 0, 0
L 2.0, -225.0, -56.0, 16.0, -226.0, -52.0, 0, 0, 0
L 16.0, -226.0, -52.0, 71.0, -225.0, -49.0, 0, 0, 0
L 71.0, -225.0, -49.0, 143.0, -244.0, -56.0, 0, 0, 0
L 143.0, -244.0, -56.0, 175.0, -273.0, -54.0, 0, 0, 0
L 175.0, -273.0, -54.0, 184.0, -291.0, -55.0, 0, 0, 0
L 184.0, -291.0, -55.0, 193.0, -325.0, -57.0, 0, 0, 0
L 193.0, -325.0, -57.0, 189.0, -349.0, -54.0, 0, 0, 0
L 189.0, -349.0, -54.0, 177.0, -386.0, -36.0, 0, 0, 0
L 177.0, -386.0, -36.0, 163.0, -417.0, -21.0, 0, 0, 0
L 163.0, -417.0, -21.0, 144.0, -453.0, -1.0, 0, 0, 0
L 144.0, -453.0, -1.0, 135.0, -490.0, 2.0, 0, 0, 0
L 135.0, -490.0, 2.0, 124.0, -529.0, 3.0, 0, 0, 0
L 124.0, -529.0, 3.0, 119.0, -542.0, -1.0, 0, 0, 0
L 119.0, -542.0, -1.0, 101.0, -590.0, -3.0, 0, 0, 0
L 101.0, -590.0, -3.0, 92.0, -636.0, -17.0, 0, 0, 0
L 92.0, -636.0, -17.0, 90.0, -654.0, -34.0, 0, 0, 0
L 90.0, -654.0, -34.0, 104.0, -695.0, -48.0, 0, 0, 0
L 104.0, -695.0, -48.0, 107.0, -719.0, -58.0, 0, 0, 0
L 107.0, -719.0, -58.0, 100.0, -743.0, -60.0, 0, 0, 0
L 100.0, -743.0, -60.0, 83.0, -774.0, -60.0, 0, 0, 0
L 83.0, -774.0, -60.0, 68.0, -795.0, -56.0, 0, 0, 0
L 68.0, -795.0, -56.0, 41.0, -815.0, -55.0, 0, 0, 0
L 41.0, -815.0, -55.0, 17.0, -826.0, -54.0, 0, 0, 0
L 17.0, -826.0, -54.0, 6.0, -827.0, -52.0, 0, 0, 0
L 6.0, -827.0, -52.0, -28.0, -819.0, -51.0, 0, 0, 0
L -28.0, -819.0, -51.0, -60.0, -803.0, -50.0, 0, 0, 0
L -60.0, -803.0, -50.0, -78.0, -791.0, -50.0, 0, 0, 0
L -78.0, -791.0, -50.0, -110.0, -795.0, -53.0, 0, 0, 0
L -110.0, -795.0, -53.0, -130.0, -795.0, -49.0, 0, 0, 0
L -130.0, -795.0, -49.0, -164.0, -806.0, -56.0, 0, 0, 0
L -164.0, -806.0, -56.0, -196.0, -820.0, -56.0, 0, 0, 0
L -196.0, -820.0, -56.0, -231.0, -827.0, -53.0, 0, 0, 0
L -231.0, -827.0, -53.0, -274.0, -825.0, -53.0, 0, 0, 0
L -274.0, -825.0, -53.0, -277.0, -829.0, -59.0, 0, 0, 0
L -277.0, -829.0, -59.0, -290.0, -929.0, -60.0, 0, 0, 0
L -290.0, -929.0, -60.0, -272.0, -1024.0, -59.0, 0, 0, 0
L -272.0, -1024.0, -59.0, -291.0, -1159.0, -51.0, 0, 0, 0
L -291.0, -1159.0, -51.0, -344.0, -1183.0, -59.0, 0, 0, 0
L -344.0, -1183.0, -59.0, -412.0, -1160.0, -61.0, 0, 0, 0
L -412.0, -1160.0, -61.0, -447.0, -1153.0, -63.0, 0, 0, 0
L -447.0, -1153.0, -63.0, -472.0, -1167.0, -62.0, 0, 0, 0
L -472.0, -1167.0, -62.0, -509.0, -1156.0, -65.0, 0, 0, 0
L 109.0, 525.0, -89.0, 124.0, 496.0, -90.0, 0, 0, 0
L 124.0, 496.0, -90.0, 143.0, 456.0, -84.0, 0, 0, 0
L 143.0, 456.0, -84.0, 145.0, 435.0, -84.0, 0, 0, 0
L 145.0, 435.0, -84.0, 132.0, 398.0, -82.0, 0, 0, 0
L 132.0, 398.0, -82.0, 96.0, 360.0, -84.0, 0, 0, 0
L 96.0, 360.0, -84.0, 68.0, 343.0, -84.0, 0, 0, 0
L 68.0, 343.0, -84.0, 27.0, 339.0, -80.0, 0, 0, 0
L 27.0, 339.0, -80.0, -23.0, 330.0, -78.0, 0, 0, 0
L -23.0, 330.0, -78.0, -95.0, 312.0, -55.0, 0, 0, 0
L -95.0, 312.0, -55.0, -129.0, 303.0, -57.0, 0, 0, 0
L -129.0, 303.0, -57.0, -167.0, 284.0, -57.0, 0, 0, 0
L -167.0, 284.0, -57.0, -173.0, 283.0, -55.0, 0, 0, 0
L -173.0, 283.0, -55.0, -251.0, 291.0, -55.0, 0, 0, 0
L -251.0, 291.0, -55.0, -288.0, 296.0, -50.0, 0, 0, 0
L -288.0, 296.0, -50.0, -304.0, 308.0, -51.0, 0, 0, 0
L -304.0, 308.0, -51.0, -338.0, 347.0, -54.0, 0, 0, 0
L -338.0, 347.0, -54.0, -349.0, 403.0, -57.0, 0, 0, 0
L -349.0, 403.0, -57.0, -357.0, 442.0, -53.0, 0, 0, 0
L -357.0, 442.0, -53.0, -364.0, 470.0, -49.0, 0, 0, 0
L -364.0, 470.0, -49.0, -399.0, 480.0, -54.0, 0, 0, 0
L -399.0, 480.0, -54.0, -432.0, 482.0, -50.0, 0, 0, 0
L -432.0, 482.0, -50.0, -481.0, 452.0, -49.0, 0, 0, 0
L -481.0, 452.0, -49.0, -500.0, 445.0, -51.0, 0, 0, 0
L -500.0, 445.0, -51.0, -504.0, 441.0, -51.0, 0, 0, 0
L -504.0, 441.0, -51.0, -508.0, 390.0, -61.0, 0, 0, 0
L -508.0, 390.0, -61.0, -509.0, 345.0, -59.0, 0, 0, 0
L -509.0, 345.0, -59.0, -505.0, 331.0, -61.0, 0, 0, 0
L -505.0, 331.0, -61.0, -505.0, 325.0, -58.0, 0, 0, 0
L -505.0, 325.0, -58.0, -499.0, 294.0, -56.0, 0, 0, 0
L -499.0, 294.0, -56.0, -498.0, 226.0, -59.0, 0, 0, 0
L -498.0, 226.0, -59.0, -478.0, 151.0, -59.0, 0, 0, 0
L -478.0, 151.0, -59.0, -477.0, 83.0, -60.0, 0, 0, 0
L -356.0, 1.0, -54.0, -334.0, 39.0, -57.0, 0, 0, 0
L -334.0, 39.0, -57.0, -322.0, 71.0, -48.0, 0, 0, 0
L -322.0, 71.0, -48.0, -316.0, 124.0, -51.0, 0, 0, 0
L -316.0, 124.0, -51.0, -298.0, 151.0, -51.0, 0, 0, 0
L -298.0, 151.0, -51.0, -278.0, 171.0, -50.0, 0, 0, 0
L -278.0, 171.0, -50.0, -241.0, 194.0, -49.0, 0, 0, 0
L -241.0, 194.0, -49.0, -203.0, 192.0, -52.0, 0, 0, 0
L -203.0, 192.0, -52.0, -151.0, 186.0, -55.0, 0, 0, 0
L -151.0, 186.0, -55.0, -128.0, 169.0, -56.0, 0, 0, 0
L -128.0, 169.0, -56.0, -101.0, 146.0, -55.0, 0, 0, 0
L -101.0, 146.0, -55.0, -86.0, 122.0, -53.0, 0, 0, 0
L -86.0, 122.0, -53.0, -77.0, 84.0, -48.0, 0, 0, 0
L -77.0, 84.0, -48.0, -118.0, 75.0, -60.0, 0, 0, 0
L -118.0, 75.0, -60.0, -130.0, 99.0, -52.0, 0, 0, 0
L -130.0, 99.0, -52.0, -140.0, 128.0, -47.0, 0, 0, 0
L -140.0, 128.0, -47.0, -180.0, 141.0, -48.0, 0, 0, 0
L -180.0, 141.0, -48.0, -199.0, 144.0, -48.0, 0, 0, 0
L -199.0, 144.0, -48.0, -232.0, 140.0, -52.0, 0, 0, 0
L -232.0, 140.0, -52.0, -264.0, 128.0, -52.0, 0, 0, 0
L -264.0, 128.0, -52.0, -273.0, 100.0, -56.0, 0, 0, 0
L -273.0, 100.0, -56.0, -276.0, 80.0, -57.0, 0, 0, 0
L -276.0, 80.0, -57.0, -291.0, 36.0, -59.0, 0, 0, 0
L -291.0, 36.0, -59.0, -300.0, 15.0, -51.0, 0, 0, 0
L -300.0, 15.0, -51.0, -305.0, -47.0, -57.0, 0, 0, 0
L -594.0, 86.0, -72.0, -551.0, 154.0, -65.0, 150, 150, 150
L -551.0, 154.0, -65.0, -540.0, 215.0, -59.0, 150, 150, 150
L -540.0, 215.0, -59.0, -514.0, 284.0, -59.0, 150, 150, 150
L -514.0, 284.0, -59.0, -532.0, 388.0, -65.0, 150, 150, 150
L -532.0, 388.0, -65.0, -554.0, 468.0, -65.0, 150, 150, 150
L -554.0, 468.0, -65.0, -545.0, 598.0, -65.0, 150, 150, 150
L -545.0, 598.0, -65.0, -557.0, 641.0, -65.0, 150, 150, 150
L -557.0, 641.0, -65.0, -660.0, 639.0, -59.0, 150, 150, 150
L -660.0, 639.0, -59.0, -806.0, 647.0, -63.0, 150, 150, 150
L -806.0, 647.0, -63.0, -748.0, 651.0, -59.0, 0, 0, 0
L -748.0, 651.0, -59.0, -731.0, 657.0, -59.0, 0, 0, 0
L -731.0, 657.0, -59.0, -575.0, 656.0, -60.0, 0, 0, 0
L -575.0, 656.0, -60.0, -556.0, 653.0, -61.0, 0, 0, 0
L -556.0, 653.0, -61.0, -536.0, 597.0, -63.0, 0, 0, 0
L -536.0, 597.0, -63.0, -535.0, 540.0, -59.0, 0, 0, 0
L -535.0, 540.0, -59.0, -523.0, 526.0, -50.0, 0, 0, 0
L -523.0, 526.0, -50.0, -504.0, 493.0, -59.0, 0, 0, 0
L -504.0, 493.0, -59.0, -499.0, 493.0, -49.0, 0, 0, 0
L -499.0, 493.0, -49.0, -460.0, 509.0, -59.0, 0, 0, 0
L -460.0, 509.0, -59.0, -436.0, 521.0, -58.0, 0, 0, 0
L -436.0, 521.0, -58.0, -421.0, 526.0, -54.0, 0, 0, 0
L -421.0, 526.0, -54.0, -373.0, 527.0, -48.0, 0, 0, 0
L -373.0, 527.0, -48.0, -352.0, 512.0, -50.0, 0, 0, 0
L -352.0, 512.0, -50.0, -327.0, 489.0, -49.0, 0, 0, 0
L -327.0, 489.0, -49.0, -306.0, 461.0, -48.0, 0, 0, 0
L -306.0, 461.0, -48.0, -303.0, 410.0, -48.0, 0, 0, 0
L -303.0, 410.0, -48.0, -290.0, 346.0, -48.0, 0, 0, 0
L -290.0, 346.0, -48.0, -238.0, 340.0, -49.0, 0, 0, 0
L -238.0, 340.0, -49.0, -225.0, 337.0, -48.0, 0, 0, 0
L -225.0, 337.0, -48.0, -185.0, 332.0, -49.0, 0, 0, 0
L -185.0, 332.0, -49.0, -170.0, 331.0, -46.0, 0, 0, 0
L -170.0, 331.0, -46.0, -130.0, 346.0, -53.0, 0, 0, 0
L -130.0, 346.0, -53.0, -85.0, 363.0, -54.0, 0, 0, 0
L -85.0, 363.0, -54.0, -17.0, 379.0, -73.0, 0, 0, 0
L -17.0, 379.0, -73.0, 44.0, 393.0, -82.0, 0, 0, 0
L 44.0, 393.0, -82.0, 73.0, 401.0, -81.0, 0, 0, 0
L 73.0, 401.0, -81.0, 95.0, 451.0, -89.0, 0, 0, 0
L 95.0, 451.0, -89.0, 94.0, 460.0, -80.0, 0, 0, 0
L 94.0, 460.0, -80.0, 81.0, 488.0, -86.0, 0, 0, 0
L 81.0, 488.0, -86.0, 69.0, 512.0, -87.0, 0, 0, 0
L 69.0, 512.0, -87.0, 74.0, 528.0, -88.0, 0, 0, 0
L -1092.0, -415.0, -64.0, -1060.0, -498.0, -64.0, 150, 150, 150
L -1060.0, -498.0, -64.0, -1026.0, -570.0, -64.0, 150, 150, 150
L -1026.0, -570.0, -64.0, -1065.0, -636.0, -63.0, 150, 150, 150
L -1065.0, -636.0, -63.0, -1067.0, -699.0, -64.0, 150, 150, 150
L -1067.0, -699.0, -64.0, -1086.0, -762.0, -76.0, 150, 150, 150
L -1086.0, -762.0, -76.0, -1155.0, -830.0, -65.0, 150, 150, 150
L -1155.0, -830.0, -65.0, -1127.0, -1016.0, -65.0, 150, 150, 150
L -1127.0, -1016.0, -65.0, -1134.0, -1142.0, -65.0, 150, 150, 150
L -1134.0, -1142.0, -65.0, -1121.0, -1187.0, -65.0, 150, 150, 150
L -1121.0, -1187.0, -65.0, -1130.0, -1129.0, -98.0, 0, 255, 0
L -1130.0, -1129.0, -98.0, -1127.0, -1092.0, -116.0, 0, 255, 0
L -1127.0, -1092.0, -116.0, -1130.0, -1041.0, -139.0, 0, 255, 0
L -1130.0, -1041.0, -139.0, -1136.0, -1013.0, -155.0, 0, 255, 0
L -1136.0, -1013.0, -155.0, -1161.0, -980.0, -168.0, 0, 255, 0
L -1161.0, -980.0, -168.0, -1164.0, -929.0, -192.0, 0, 255, 0
L -1164.0, -929.0, -192.0, -1173.0, -899.0, -195.0, 0, 255, 0
L -1173.0, -899.0, -195.0, -1175.0, -876.0, -197.0, 0, 255, 0
L -1175.0, -876.0, -197.0, -1177.0, -847.0, -201.0, 0, 255, 0
L -1177.0, -847.0, -201.0, -1168.0, -810.0, -214.0, 0, 255, 0
L -1168.0, -810.0, -214.0, -1151.0, -785.0, -224.0, 0, 255, 0
L -1151.0, -785.0, -224.0, -1133.0, -771.0, -230.0, 0, 255, 0
L -1133.0, -771.0, -230.0, -1139.0, -750.0, -237.0, 0, 255, 0
L -1139.0, -750.0, -237.0, -1131.0, -719.0, -236.0, 0, 255, 0
L -1131.0, -719.0, -236.0, -1118.0, -692.0, -254.0, 0, 255, 0
L -1118.0, -692.0, -254.0, -1097.0, -657.0, -268.0, 0, 255, 0
L -1097.0, -657.0, -268.0, -1087.0, -635.0, -285.0, 0, 255, 0
L -1087.0, -635.0, -285.0, -1071.0, -603.0, -293.0, 0, 255, 0
L -1071.0, -603.0, -293.0, -1051.0, -589.0, -313.0, 0, 255, 0
L -1044.0, -602.0, -314.0, -1050.0, -654.0, -277.0, 0, 255, 0
