P 100.0000, 900.0000, 0.0000,  0, 0, 0,  2,  Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 100.0000, 1100.0000, 0.0000,  0, 0, 0,  2,  http://www.eqmaps.info
P 100.0000, 1300.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L 4.0000, 79.0000, 3.0000, -43.0000, 79.0000, 3.0000, 0, 0, 0
L 4.0000, 79.0000, 26.0000, -43.0000, 79.0000, 26.0000, 125, 125, 125
L -43.0000, 79.0000, 3.0000, -78.0000, 79.0000, 3.0000, 0, 0, 0
L -43.0000, 79.0000, 26.0000, -78.0000, 79.0000, 26.0000, 125, 125, 125
L -83.0000, 74.0000, 3.0000, 9.0000, 74.0000, 3.0000, 0, 0, 0
L 9.0000, 90.0000, 3.0000, 9.0000, 74.0000, 3.0000, 0, 0, 0
L -9.0000, 94.0000, 3.0000, -43.0000, 94.0000, 3.0000, 204, 51, 0
L -43.0000, 79.0000, 3.0000, -43.0000, 94.0000, 3.0000, 204, 51, 0
L -283.0326, 395.0058, 3.0000, -275.1776, 402.4288, 3.0000, 204, 51, 0
L 100.0000, 174.0000, 3.0000, 100.0000, 247.0000, 3.0000, 0, 0, 0
L 7.0000, 247.0000, 3.0000, 100.0000, 247.0000, 3.0000, 0, 0, 0
L 83.0000, 227.0000, 3.0000, 95.0000, 227.0000, 3.0000, 204, 51, 0
L 95.0000, 227.0000, 3.0000, 95.0000, 179.0000, 3.0000, 0, 0, 0
L 95.0000, 227.0000, 26.0000, 95.0000, 179.0000, 26.0000, 125, 125, 125
L 83.0000, 227.0000, 3.0000, 83.0000, 193.0000, 3.0000, 204, 51, 0
L 61.0000, 193.0000, 3.0000, 83.0000, 193.0000, 3.0000, 204, 51, 0
L -248.0000, 211.0000, 3.0000, -248.0000, 218.9449, 3.0000, 0, 0, 0
L -251.0000, 219.0000, 3.0000, -248.0000, 219.0000, 3.0000, 0, 0, 0
L -248.0000, 218.9449, 3.0000, -248.0000, 219.0000, 3.0000, 0, 0, 0
L 123.0000, 151.0000, 3.0000, 123.0000, 270.0000, 3.0000, 0, 0, 0
L 110.0000, 263.0000, 3.0000, -1.0000, 263.0000, 3.0000, 0, 0, 0
L 123.0000, 263.0000, 26.0000, -14.0000, 263.0000, 26.0000, 125, 125, 125
L 110.0000, 270.0000, 3.0000, 110.0000, 263.0000, 3.0000, 0, 0, 0
L 153.0000, 88.0000, 3.0000, 153.0000, 83.0000, 3.0000, 0, 0, 0
L 153.0000, 66.0000, 3.0000, 153.0000, 60.0000, 3.0000, 0, 0, 0
L 164.0000, 88.0000, 3.0000, 164.0000, 83.0000, 3.0000, 0, 0, 0
L 153.0000, 66.0000, 3.0000, 164.0000, 66.0000, 3.0000, 0, 0, 0
L 164.0000, 66.0000, 3.0000, 164.0000, 61.0000, 3.0000, 0, 0, 0
L 249.0000, 34.0000, 3.0000, 249.0000, 22.0000, 3.0000, 0, 0, 0
L 249.0000, 22.0000, 3.0000, 243.0000, 22.0000, 3.0000, 0, 0, 0
L 270.0000, -172.0000, 3.0000, 270.0000, -175.0000, 3.0000, 0, 0, 0
L 265.0000, -191.0000, 3.0000, 270.0000, -191.0000, 3.0000, 0, 0, 0
L 270.0000, -191.0000, 3.0000, 270.0000, -202.0000, 3.0000, 0, 0, 0
L 270.0000, -172.0000, 26.0000, 270.0000, -202.0000, 26.0000, 125, 125, 125
L 265.0000, -175.0000, 3.0000, 270.0000, -175.0000, 3.0000, 0, 0, 0
L 265.0000, -167.0000, 3.0000, 265.0000, -175.0000, 3.0000, 0, 0, 0
L 265.0000, -191.0000, 3.0000, 265.0000, -197.0000, 3.0000, 0, 0, 0
L 265.0000, -197.0000, 3.0000, 265.0000, -197.5512, 3.0000, 0, 0, 0
L 204.0000, -360.0000, 3.0000, 204.0000, -363.0000, 3.0000, 0, 0, 0
L 231.0000, -360.0000, 3.0000, 231.0000, -363.0000, 3.0000, 0, 0, 0
L 242.2788, -360.0000, 3.0000, 231.0000, -360.0000, 3.0000, 0, 0, 0
L 204.0000, -360.0000, 3.0000, 192.0000, -360.0000, 3.0000, 0, 0, 0
L 204.0000, -340.0000, 3.0000, 204.0000, -335.0000, 3.0000, 0, 0, 0
L 204.0000, -330.0000, 3.0000, 204.0000, -315.0000, 3.0000, 204, 51, 0
L 224.9375, -315.0000, 3.0000, 204.0000, -315.0000, 3.0000, 204, 51, 0
L 224.9375, -281.0000, 3.0000, 224.9375, -315.0000, 3.0000, 204, 51, 0
L 210.0000, -383.0000, 3.0000, 242.2788, -383.0000, 3.0000, 204, 51, 0
L 242.2788, -368.0000, 3.0000, 242.2788, -383.0000, 3.0000, 204, 51, 0
L 238.0000, -267.0000, 3.0000, 238.0000, -281.0000, 3.0000, 0, 0, 0
L 238.0000, -267.0000, 26.0000, 238.0000, -281.0000, 26.0000, 125, 125, 125
L 238.0000, -281.0000, 3.0000, 238.0000, -330.0000, 3.0000, 0, 0, 0
L 238.0000, -281.0000, 26.0000, 238.0000, -330.0000, 26.0000, 125, 125, 125
L 204.0000, -330.0000, 3.0000, 238.0000, -330.0000, 3.0000, 0, 0, 0
L 204.0000, -330.0000, 26.0000, 238.0000, -330.0000, 26.0000, 125, 125, 125
L 32.0000, -339.0000, 3.0000, 50.0000, -357.0000, 3.0000, 0, 0, 0
L 57.0000, -364.0000, 3.0000, 65.6154, -372.6154, 3.0000, 0, 0, 0
L 73.0000, -364.0000, 3.0000, 65.6154, -372.6154, 3.0000, 0, 0, 0
L 73.0000, -364.0000, 3.0000, 69.6557, -360.3443, 3.0000, 0, 0, 0
L 310.0000, -152.0000, 3.0000, 310.0000, -185.0000, 3.0000, 0, 0, 0
L 310.0000, -190.0000, 3.0000, 310.0000, -239.0000, 3.0000, 0, 0, 0
L 305.0000, -172.0000, 3.0000, 305.0000, -197.0000, 3.0000, 0, 0, 0
L 305.0000, -172.0000, 26.0000, 305.0000, -197.0000, 26.0000, 125, 125, 125
L 305.0000, -197.0000, 3.0000, 305.0000, -235.0000, 3.0000, 0, 0, 0
L 305.0000, -197.0000, 26.0000, 305.0000, -235.0000, 26.0000, 125, 125, 125
L 310.0000, -185.0000, 3.0000, 340.0000, -185.0000, 3.0000, 0, 0, 0
L 371.0000, -239.0000, 3.0000, 371.0000, -235.0000, 3.0000, 0, 0, 0
L 371.0000, -235.0000, 3.0000, 373.0000, -235.0000, 3.0000, 0, 0, 0
L 373.0000, -267.0000, 3.0000, 373.0000, -360.0000, 3.0000, 0, 0, 0
L 373.0000, -360.0000, 3.0000, 358.0000, -360.0000, 3.0000, 0, 0, 0
L 129.0000, -296.0000, 3.0000, 129.0000, -308.0000, 3.0000, 0, 0, 0
L 129.0000, -308.0000, 3.0000, 122.0000, -308.0000, 3.0000, 0, 0, 0
L -234.0000, 380.0000, 3.0000, -234.0000, 369.0000, 3.0000, 0, 0, 0
L 157.0000, 57.0000, 3.0000, 144.1616, 41.9217, 3.0000, 0, 0, 0
L 138.6523, 35.4512, 3.0000, 137.6601, 34.2859, 3.0000, 0, 0, 0
L 153.0000, 60.0000, 3.0000, 140.1859, 44.9503, 3.0000, 0, 0, 0
L 140.1859, 44.9503, 3.0000, 144.1616, 41.9217, 3.0000, 0, 0, 0
L 134.8334, 38.6639, 3.0000, 130.4166, 33.4765, 3.0000, 0, 0, 0
L 134.8334, 38.6639, 3.0000, 138.6523, 35.4512, 3.0000, 0, 0, 0
L -246.0000, 231.0000, 3.0000, -266.0000, 253.0000, 3.0000, 0, 0, 0
L -246.0000, 231.0000, 26.0000, -266.0000, 253.0000, 26.0000, 125, 125, 125
L -275.1776, 402.4288, 3.0000, -290.0000, 417.0000, 3.0000, 0, 0, 0
L -275.1776, 402.4288, 26.0000, -290.0000, 417.0000, 26.0000, 125, 125, 125
L 366.0000, 1.0000, 3.0000, 366.0000, 74.0000, 3.0000, 0, 0, 0
L 330.0000, 74.0000, 3.0000, 366.0000, 74.0000, 3.0000, 0, 0, 0
L 376.0000, 101.0000, 3.0000, 376.0000, 173.0000, 3.0000, 0, 0, 0
L 359.0000, 320.0000, 3.0000, 359.0000, 247.0000, 3.0000, 0, 0, 0
L 7.0000, 237.0000, 3.0000, 7.0000, 247.0000, 3.0000, 0, 0, 0
L -326.0000, -203.0000, 3.0000, -326.0000, -376.0000, 3.0000, 0, 0, 0
L -326.0000, -203.0000, 26.0000, -326.0000, -376.0000, 26.0000, 125, 125, 125
L -326.0000, -376.0000, 3.0000, -326.0000, -439.3583, 3.0000, 0, 0, 0
L -326.0000, -376.0000, 26.0000, -326.0000, -439.3583, 26.0000, 125, 125, 125
L -104.0000, -446.0000, 3.0000, -246.0000, -446.0000, 3.0000, 0, 0, 0
L -104.0000, -446.0000, 26.0000, -246.0000, -446.0000, 26.0000, 125, 125, 125
L -246.0000, -446.0000, 3.0000, -326.0000, -446.0000, 3.0000, 0, 0, 0
L -246.0000, -446.0000, 26.0000, -326.0000, -446.0000, 26.0000, 125, 125, 125
L -326.0000, -439.3583, 3.0000, -326.0000, -446.0000, 3.0000, 0, 0, 0
L -326.0000, -439.3583, 26.0000, -326.0000, -446.0000, 26.0000, 125, 125, 125
L -330.0000, -198.0000, 3.0000, -330.0000, -450.0086, 3.0000, 0, 0, 0
L -330.0000, -198.0000, 3.0000, -252.0000, -198.0000, 3.0000, 0, 0, 0
L -335.0000, 183.0000, 26.0000, -335.0000, 120.0000, 26.0000, 125, 125, 125
L 296.0000, 177.0000, 26.0000, 296.0000, 210.0000, 26.0000, 125, 125, 125
L -97.0000, 256.0000, 26.0000, -97.0000, 335.0000, 26.0000, 125, 125, 125
L -97.0000, 335.0000, 26.0000, -14.0000, 335.0000, 26.0000, 125, 125, 125
L 420.0000, -514.0000, 87.0000, 418.0000, 467.0000, 82.0000, 0, 0, 0
L -368.0000, -473.0000, 3.0000, -409.0000, -514.0000, 87.0000, 114, 114, 114
L 378.0000, 428.0000, 3.0000, 418.0000, 467.0000, 82.0000, 114, 114, 114
L 380.0000, -473.0000, 3.0000, 420.0000, -514.0000, 87.0000, 114, 114, 114
L -409.0000, 469.0000, 87.0000, -367.0000, 425.0000, 3.0000, 114, 114, 114
L -278.0000, 236.0000, 3.0000, -293.4146, 251.4146, 3.0000, 204, 51, 0
L 280.0000, 372.0000, 3.0000, 280.0000, 392.0724, 3.0000, 204, 51, 0
L 280.0000, 392.0724, 3.0000, 248.0000, 393.0000, 3.0000, 204, 51, 0
L -14.0000, 263.0000, 26.0000, -14.0000, 163.0000, 26.0000, 125, 125, 125
L 123.0000, 263.0000, 26.0000, 123.0000, 145.0000, 26.0000, 125, 125, 125
L 122.6985, -36.1522, 3.0000, 104.0000, -41.0000, 3.0000, 114, 114, 114
L 89.1106, -26.8196, 3.0000, 83.0000, -21.0000, 3.0000, 114, 114, 114
L 99.3131, 6.3752, 3.0000, 119.0000, 12.0000, 3.0000, 114, 114, 114
L 131.7483, -0.7483, 3.0000, 138.0000, -7.0000, 3.0000, 114, 114, 114
L -130.0000, 183.0000, 26.0000, -176.0000, 184.0000, 26.0000, 204, 51, 0
L -176.0000, 184.0000, 26.0000, -177.0000, 240.0000, 26.0000, 204, 51, 0
L -177.0000, 240.0000, 26.0000, -196.0000, 240.0000, 26.0000, 204, 51, 0
L 324.0000, 106.0000, 26.0000, 324.0000, 121.0000, 26.0000, 204, 51, 0
L 324.0000, 121.0000, 26.0000, 358.0000, 121.0000, 26.0000, 204, 51, 0
L 358.0000, 121.0000, 26.0000, 358.0000, 140.0000, 26.0000, 204, 51, 0
L 82.2134, 346.0000, 26.0000, 82.0000, 367.0000, 26.0000, 204, 51, 0
L 346.0000, 20.0000, 26.0000, 346.0000, 54.0000, 26.0000, 204, 51, 0
L 346.0000, 54.0000, 26.0000, 361.0000, 54.0000, 26.0000, 204, 51, 0
L -3.0000, -179.0000, 26.0000, 78.0000, -179.0000, 26.0000, 204, 51, 0
L 78.0000, -179.0000, 26.0000, 78.0000, -122.0000, 26.0000, 204, 51, 0
L 78.0000, -122.0000, 26.0000, -1.0000, -121.0000, 26.0000, 204, 51, 0
L -1.0000, -121.0000, 26.0000, -1.0000, -104.0000, 26.0000, 204, 51, 0
L -9.0000, 115.0000, 26.0000, -9.0000, 94.0000, 26.0000, 204, 51, 0
L 61.0000, 179.0000, 26.0000, 61.0000, 193.0000, 26.0000, 204, 51, 0
L -325.0000, -133.0000, 26.0000, -345.0000, -133.0000, 26.0000, 204, 51, 0
L -286.0000, 120.0000, 26.0000, -286.0000, 134.0000, 26.0000, 204, 51, 0
L -286.0000, 134.0000, 26.0000, -267.0000, 134.0000, 26.0000, 204, 51, 0
L -267.0000, 134.0000, 26.0000, -266.0000, 169.0000, 26.0000, 204, 51, 0
L -279.0000, 286.0000, 26.0000, -270.0000, 276.0000, 26.0000, 204, 51, 0
L -270.0000, 276.0000, 26.0000, -293.4146, 251.4146, 26.0000, 204, 51, 0
L -278.0000, 236.0000, 26.0000, -287.0000, 226.0000, 26.0000, 204, 51, 0
L -248.0000, 359.0000, 26.0000, -283.0326, 395.0058, 26.0000, 204, 51, 0
L 203.0000, -69.0000, 26.0000, 247.0000, -69.0000, 26.0000, 204, 51, 0
L 247.0000, -69.0000, 26.0000, 247.0000, -117.0000, 26.0000, 204, 51, 0
L 9.0000, -455.0000, 26.0000, 28.0000, -455.0000, 26.0000, 204, 51, 0
L 28.0000, -455.0000, 26.0000, 28.0000, -422.0000, 26.0000, 204, 51, 0
L 357.0000, -343.0000, 26.0000, 357.0000, -296.0000, 26.0000, 204, 51, 0
L 210.0000, -383.0000, 26.0000, 210.0000, -406.0000, 26.0000, 204, 51, 0
L 203.0000, -86.2971, 26.0000, 203.0000, -69.0000, 26.0000, 204, 51, 0
L -3.1433, -195.7701, 26.0000, -3.0000, -179.0000, 26.0000, 204, 51, 0
L -325.0000, -118.0000, 26.0000, -325.0000, -133.0000, 26.0000, 204, 51, 0
L -345.0000, -133.0000, 26.0000, -345.0000, -168.0000, 26.0000, 204, 51, 0
L -359.0000, -168.0000, 26.0000, -345.0000, -168.0000, 26.0000, 204, 51, 0
L -252.0000, 169.0000, 26.0000, -266.0000, 169.0000, 26.0000, 204, 51, 0
L -239.1424, 367.0044, 26.0000, -275.1776, 402.4288, 26.0000, 125, 125, 125
L -248.0000, 359.0000, 26.0000, -239.1424, 367.0044, 26.0000, 204, 51, 0
L 227.0000, 177.0000, 26.0000, 227.0000, 196.0000, 26.0000, 204, 51, 0
L 227.0000, 177.0000, 26.0000, 213.0000, 177.0000, 26.0000, 204, 51, 0
L 358.0000, 140.0000, 26.0000, 372.0000, 140.0000, 26.0000, 204, 51, 0
L 259.0000, 210.0000, 26.0000, 259.0000, 196.0000, 26.0000, 204, 51, 0
L 259.0000, 196.0000, 26.0000, 227.0000, 196.0000, 26.0000, 204, 51, 0
L 295.0000, 372.0000, 26.0000, 280.0000, 372.0000, 26.0000, 204, 51, 0
L 248.0000, 393.0000, 26.0000, 248.0000, 406.0000, 26.0000, 204, 51, 0
L 82.0000, 367.0000, 26.0000, 95.0000, 367.0000, 26.0000, 204, 51, 0
L 9.0000, -455.0000, 26.0000, 9.0000, -470.0000, 26.0000, 204, 51, 0
L 28.0000, -422.0000, 26.0000, 42.0000, -422.0000, 26.0000, 204, 51, 0
L 196.0000, -406.0000, 26.0000, 210.0000, -406.0000, 26.0000, 204, 51, 0
L 332.0000, -456.0000, 26.0000, 332.0000, -442.0000, 26.0000, 204, 51, 0
L 332.0000, -442.0000, 26.0000, 367.0000, -442.0000, 26.0000, 204, 51, 0
L 367.0000, -419.0000, 26.0000, 367.0000, -442.0000, 26.0000, 204, 51, 0
L 379.0000, -419.0000, 26.0000, 367.0000, -419.0000, 26.0000, 204, 51, 0
L 238.0000, -281.0000, 26.0000, 224.9375, -281.0000, 26.0000, 204, 51, 0
L 256.0000, -235.0000, 26.0000, 256.0000, -220.0000, 26.0000, 204, 51, 0
L 289.0000, -220.0000, 26.0000, 256.0000, -220.0000, 26.0000, 204, 51, 0
L 289.0000, -220.0000, 26.0000, 289.0000, -197.0000, 26.0000, 204, 51, 0
L 289.0000, -197.0000, 26.0000, 305.0000, -197.0000, 26.0000, 204, 51, 0
L 357.0000, -343.0000, 26.0000, 369.0000, -343.0000, 26.0000, 204, 51, 0
L 357.0000, -296.0000, 26.0000, 369.0000, -296.0000, 26.0000, 204, 51, 0
L 247.0000, -117.0000, 26.0000, 230.0000, -117.0000, 26.0000, 204, 51, 0
L 326.0000, 6.0000, 26.0000, 326.0000, 19.6299, 26.0000, 204, 51, 0
L 346.0000, 20.0000, 26.0000, 326.0000, 20.0000, 26.0000, 204, 51, 0
L 360.0000, -46.0000, 26.0000, 360.0000, -62.0000, 26.0000, 204, 51, 0
L 360.0000, -62.0000, 26.0000, 374.0000, -62.0000, 26.0000, 204, 51, 0
L 326.0000, -31.0000, 26.0000, 326.0000, -46.0000, 26.0000, 204, 51, 0
L 360.0000, -46.0000, 26.0000, 326.0000, -46.0000, 26.0000, 204, 51, 0
L -130.0000, 183.0000, 26.0000, -130.0000, 163.0000, 26.0000, 204, 51, 0
L -9.0000, 115.0000, 26.0000, 4.0000, 115.0000, 26.0000, 204, 51, 0
L 48.0000, 333.0000, 26.0000, 48.0000, 346.0000, 26.0000, 204, 51, 0
L 48.0000, 346.0000, 26.0000, 82.2134, 346.0000, 26.0000, 204, 51, 0
L -9.0000, 94.0000, 26.0000, -43.0000, 94.0000, 26.0000, 204, 51, 0
L -43.0000, 79.0000, 26.0000, -43.0000, 94.0000, 26.0000, 204, 51, 0
L -283.0326, 395.0058, 26.0000, -275.1776, 402.4288, 26.0000, 204, 51, 0
L 83.0000, 227.0000, 26.0000, 95.0000, 227.0000, 26.0000, 204, 51, 0
L 83.0000, 227.0000, 26.0000, 83.0000, 193.0000, 26.0000, 204, 51, 0
L 61.0000, 193.0000, 26.0000, 83.0000, 193.0000, 26.0000, 204, 51, 0
L 204.0000, -330.0000, 26.0000, 204.0000, -315.0000, 26.0000, 204, 51, 0
L 224.9375, -315.0000, 26.0000, 204.0000, -315.0000, 26.0000, 204, 51, 0
L 224.9375, -281.0000, 26.0000, 224.9375, -315.0000, 26.0000, 204, 51, 0
L 210.0000, -383.0000, 26.0000, 242.2788, -383.0000, 26.0000, 204, 51, 0
L 242.2788, -368.0000, 26.0000, 242.2788, -383.0000, 26.0000, 204, 51, 0
L -278.0000, 236.0000, 26.0000, -293.4146, 251.4146, 26.0000, 204, 51, 0
L 280.0000, 372.0000, 26.0000, 280.0000, 392.0724, 26.0000, 204, 51, 0
L 280.0000, 392.0724, 26.0000, 248.0000, 393.0000, 26.0000, 204, 51, 0
L -70.0000, -13.0000, 101.0000, -64.0000, 56.0000, 101.0000, 0, 0, 0
L -64.0000, 56.0000, 101.0000, -75.0000, 58.0000, 101.0000, 0, 0, 0
L -70.0000, 63.0000, 101.0000, 29.0000, 63.0000, 101.0000, 0, 0, 0
L 29.0000, 63.0000, 101.0000, 29.0000, 79.0000, 101.0000, 0, 0, 0
L 29.0000, 79.0000, 101.0000, 31.0000, 76.0000, 101.0000, 0, 0, 0
L 31.0000, 76.0000, 101.0000, 44.0000, 76.0000, 101.0000, 0, 0, 0
L 44.0000, 76.0000, 101.0000, 46.0000, 79.0000, 101.0000, 0, 0, 0
L 46.0000, 62.0000, 101.0000, 65.0000, 62.0000, 101.0000, 0, 0, 0
L 74.0000, 26.0000, 101.0000, 70.0000, 26.0000, 101.0000, 0, 0, 0
L 70.0000, 59.0000, 101.0000, 96.0000, 59.0000, 101.0000, 0, 0, 0
L 96.0000, 59.0000, 101.0000, 96.0000, 46.0000, 101.0000, 204, 51, 0
L 96.0000, 46.0000, 101.0000, 118.0000, 46.0000, 101.0000, 204, 51, 0
L 133.0000, -23.0000, 101.0000, 100.0000, -23.0000, 101.0000, 0, 0, 0
L 236.0000, -33.0000, 101.0000, 236.0000, -36.0000, 101.0000, 0, 0, 0
L 236.0000, -36.0000, 101.0000, 166.0000, -36.0000, 101.0000, 0, 0, 0
L 177.0000, -69.0000, 101.0000, 205.0000, -69.0000, 101.0000, 0, 0, 0
L 150.0000, -134.0000, 101.0000, 150.0000, -101.0000, 101.0000, 0, 0, 0
L 205.0000, -96.0000, 101.0000, 177.0000, -96.0000, 101.0000, 0, 0, 0
L 236.0000, -160.0000, 101.0000, 129.0000, -160.0000, 101.0000, 0, 0, 0
L 107.0000, -80.0000, 101.0000, 107.0000, -85.0000, 101.0000, 0, 0, 0
L 124.0000, -85.0000, 101.0000, 124.0000, -164.0000, 101.0000, 0, 0, 0
L 124.0000, -164.0000, 101.0000, 241.0000, -164.0000, 101.0000, 0, 0, 0
L 241.0000, -164.0000, 101.0000, 240.0000, -28.0000, 101.0000, 0, 0, 0
L 240.0000, -28.0000, 101.0000, 141.0000, -28.0000, 101.0000, 0, 0, 0
L 141.0000, -28.0000, 101.0000, 141.0000, 154.0000, 101.0000, 0, 0, 0
L 141.0000, 154.0000, 101.0000, 234.0000, 154.0000, 101.0000, 0, 0, 0
L 234.0000, 154.0000, 101.0000, 234.0000, 55.0000, 101.0000, 0, 0, 0
L 249.0000, 59.0000, 101.0000, 239.0000, 59.0000, 101.0000, 0, 0, 0
L 239.0000, 59.0000, 101.0000, 239.0000, 155.0000, 101.0000, 0, 0, 0
L 237.0000, 159.0000, 101.0000, 237.0000, 167.0000, 101.0000, 0, 0, 0
L 151.0000, 159.0000, 101.0000, 151.0000, 167.0000, 101.0000, 0, 0, 0
L 134.0000, 67.0000, 101.0000, 51.0000, 67.0000, 101.0000, 0, 0, 0
L 51.0000, 67.0000, 101.0000, 51.0000, 100.0000, 101.0000, 0, 0, 0
L 96.0000, 105.0000, 101.0000, 51.0000, 105.0000, 101.0000, 0, 0, 0
L 29.0000, 93.0000, 101.0000, 29.0000, 135.0000, 101.0000, 0, 0, 0
L -52.0000, 156.0000, 101.0000, -52.0000, 151.0000, 101.0000, 0, 0, 0
L -25.0000, 151.0000, 101.0000, -25.0000, 120.0000, 101.0000, 0, 0, 0
L -25.0000, 120.0000, 101.0000, -42.0000, 120.0000, 101.0000, 204, 51, 0
L -42.0000, 120.0000, 101.0000, -42.0000, 76.0000, 101.0000, 204, 51, 0
L 1.0000, 131.0000, 101.0000, 24.0000, 131.0000, 101.0000, 0, 0, 0
L 24.0000, 131.0000, 101.0000, 24.0000, 68.0000, 101.0000, 0, 0, 0
L 24.0000, 68.0000, 101.0000, -68.0000, 68.0000, 101.0000, 0, 0, 0
L -68.0000, 68.0000, 101.0000, -68.0000, 151.0000, 101.0000, 0, 0, 0
L -73.0000, 75.0000, 101.0000, -81.0000, 79.0000, 101.0000, 0, 0, 0
L -81.0000, 79.0000, 101.0000, -91.0000, 73.0000, 101.0000, 0, 0, 0
L -91.0000, 73.0000, 101.0000, -89.0000, 59.0000, 101.0000, 0, 0, 0
L -157.0000, 65.0000, 101.0000, -158.0000, 56.0000, 101.0000, 0, 0, 0
L -158.0000, 56.0000, 101.0000, -153.0000, 55.0000, 101.0000, 0, 0, 0
L -153.0000, 55.0000, 101.0000, -152.0000, 60.0000, 101.0000, 0, 0, 0
L -152.0000, 60.0000, 101.0000, -70.0000, 52.0000, 101.0000, 0, 0, 0
L -109.0000, -6.0000, 101.0000, -158.0000, -2.0000, 101.0000, 0, 0, 0
L -158.0000, -2.0000, 101.0000, -154.0000, 36.0000, 101.0000, 0, 0, 0
L -154.0000, 36.0000, 101.0000, -160.0000, 36.0000, 101.0000, 0, 0, 0
L -160.0000, 36.0000, 101.0000, -163.0000, -6.0000, 101.0000, 0, 0, 0
L -163.0000, -6.0000, 101.0000, -78.0000, -14.0000, 101.0000, 0, 0, 0
L -78.0000, -14.0000, 101.0000, -132.0000, -52.0000, 101.0000, 0, 0, 0
L -132.0000, -52.0000, 101.0000, -108.0000, -87.0000, 101.0000, 0, 0, 0
L -108.0000, -87.0000, 101.0000, -83.0000, -70.0000, 101.0000, 0, 0, 0
L -83.0000, -70.0000, 101.0000, -61.0000, -102.0000, 101.0000, 0, 0, 0
L -61.0000, -102.0000, 101.0000, -126.0000, -103.0000, 101.0000, 0, 0, 0
L -115.0000, -135.0000, 101.0000, -87.0000, -135.0000, 101.0000, 0, 0, 0
L -122.0000, -130.0000, 101.0000, -122.0000, -107.0000, 101.0000, 0, 0, 0
L -122.0000, -107.0000, 101.0000, -59.0000, -107.0000, 101.0000, 0, 0, 0
L -59.0000, -107.0000, 101.0000, -59.0000, -200.0000, 101.0000, 0, 0, 0
L -77.0000, -200.0000, 101.0000, -77.0000, -188.0000, 101.0000, 204, 51, 0
L -142.0000, -200.0000, 101.0000, -142.0000, -167.0000, 101.0000, 0, 0, 0
L -115.0000, -162.0000, 101.0000, -115.0000, -157.0000, 101.0000, 0, 0, 0
L -149.0000, -514.0000, 101.0000, -148.0000, -515.0000, 101.0000, 0, 0, 0
L -148.0000, -515.0000, 101.0000, -148.0000, -521.0000, 101.0000, 0, 0, 0
L -148.0000, -521.0000, 101.0000, -143.0000, -520.0000, 101.0000, 0, 0, 0
L -143.0000, -520.0000, 101.0000, -143.0000, -517.0000, 101.0000, 0, 0, 0
L -143.0000, -517.0000, 101.0000, -60.0000, -517.0000, 101.0000, 0, 0, 0
L -60.0000, -536.0000, 101.0000, -74.0000, -536.0000, 101.0000, 204, 51, 0
L -94.0000, -567.0000, 101.0000, -94.0000, -580.0000, 101.0000, 204, 51, 0
L -94.0000, -580.0000, 101.0000, -143.0000, -580.0000, 101.0000, 0, 0, 0
L -143.0000, -580.0000, 101.0000, -143.0000, -540.0000, 101.0000, 0, 0, 0
L -152.0000, -580.0000, 101.0000, -148.0000, -580.0000, 101.0000, 0, 0, 0
L -148.0000, -580.0000, 101.0000, -148.0000, -584.0000, 101.0000, 0, 0, 0
L -148.0000, -584.0000, 101.0000, -55.0000, -584.0000, 101.0000, 0, 0, 0
L -31.0000, -490.0000, 101.0000, -55.0000, -490.0000, 101.0000, 0, 0, 0
L 38.0000, -427.0000, 101.0000, 38.0000, -510.0000, 101.0000, 0, 0, 0
L 38.0000, -510.0000, 101.0000, 5.0000, -510.0000, 101.0000, 0, 0, 0
L 5.0000, -510.0000, 101.0000, 5.0000, -455.0000, 101.0000, 0, 0, 0
L 45.0000, -496.0000, 101.0000, 72.0000, -496.0000, 101.0000, 0, 0, 0
L 107.0000, -579.0000, 101.0000, 75.0000, -579.0000, 101.0000, 0, 0, 0
L 75.0000, -579.0000, 101.0000, 74.0000, -530.0000, 101.0000, 0, 0, 0
L 69.0000, -534.0000, 101.0000, 70.0000, -584.0000, 101.0000, 0, 0, 0
L 43.0000, -491.0000, 101.0000, 43.0000, -425.0000, 101.0000, 0, 0, 0
L 130.0000, -534.0000, 101.0000, 202.0000, -534.0000, 101.0000, 0, 0, 0
L 202.0000, -534.0000, 101.0000, 202.0000, -412.0000, 101.0000, 0, 0, 0
L 202.0000, -412.0000, 101.0000, 163.0000, -412.0000, 101.0000, 0, 0, 0
L 198.0000, -530.0000, 101.0000, 135.0000, -530.0000, 101.0000, 0, 0, 0
L -144.0000, -510.0000, 101.0000, -144.0000, -271.0000, 101.0000, 0, 0, 0
L -144.0000, -260.0000, 101.0000, -144.0000, -207.0000, 101.0000, 0, 0, 0
L -144.0000, -207.0000, 101.0000, 18.0000, -207.0000, 101.0000, 0, 0, 0
L 18.0000, -207.0000, 101.0000, 18.0000, -224.0000, 101.0000, 0, 0, 0
L 18.0000, -224.0000, 101.0000, 23.0000, -224.0000, 101.0000, 0, 0, 0
L 23.0000, -224.0000, 101.0000, 23.0000, -221.0000, 101.0000, 0, 0, 0
L -54.0000, -202.0000, 101.0000, -54.0000, -111.0000, 101.0000, 0, 0, 0
