P 500, 200, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 500, 400, 0, 0, 0, 0, 2, www.eqmaps.info
P 500, 600, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 671.0, -377.0, -7.0, 669.0, -405.0, -7.0, 0, 0, 255
L 601.0, -559.0, -7.0, 573.0, -552.0, -7.0, 0, 0, 255
L 685.0, -349.0, -7.0, 671.0, -377.0, -7.0, 0, 0, 255
L 671.0, -336.0, -7.0, 685.0, -349.0, -7.0, 0, 0, 255
L 699.0, -349.0, -7.0, 685.0, -349.0, -7.0, 0, 0, 0
L 574.0, -307.0, -7.0, 574.0, -294.0, -7.0, 0, 0, 0
L 531.0, -531.0, -7.0, 504.0, -531.0, -6.0, 0, 0, 0
L 503.0, -517.0, -6.0, 517.0, -518.0, -7.0, 0, 0, 0
L 643.0, -559.0, -7.0, 615.0, -573.0, -7.0, 0, 0, 0
L 602.0, -573.0, -7.0, 573.0, -552.0, -7.0, 0, 0, 0
L 685.0, -447.0, -7.0, 713.0, -475.0, -7.0, 0, 0, 0
L 713.0, -489.0, -7.0, 685.0, -489.0, -7.0, 0, 0, 0
L 594.0, -350.0, -7.0, 594.0, -391.0, 14.0, 139, 69, 19
L 591.0, -350.0, -7.0, 594.0, -350.0, -7.0, 139, 69, 19
L 591.0, -350.0, -7.0, 591.0, -391.0, 14.0, 139, 69, 19
L 607.0, -350.0, -7.0, 610.0, -350.0, -7.0, 139, 69, 19
L 607.0, -350.0, -7.0, 607.0, -391.0, 14.0, 139, 69, 19
L 610.0, -350.0, -7.0, 611.0, -350.0, -7.0, 0, 0, 255
L 610.0, -350.0, -7.0, 610.0, -391.0, 14.0, 139, 69, 19
L 576.0, -425.0, 28.0, 569.0, -425.0, 28.0, 150, 150, 150
L 576.0, -448.0, 14.0, 569.0, -448.0, 14.0, 150, 150, 150
L 569.0, -448.0, 14.0, 587.0, -466.0, 14.0, 0, 0, 0
L 576.0, -436.0, 21.0, 576.0, -433.0, 22.0, 0, 255, 0
L 569.0, -436.0, 21.0, 569.0, -439.0, 19.0, 0, 255, 0
L 576.0, -436.0, 21.0, 569.0, -436.0, 21.0, 150, 150, 150
L 576.0, -430.0, 24.0, 576.0, -427.0, 26.0, 0, 255, 0
L 569.0, -430.0, 24.0, 569.0, -433.0, 22.0, 0, 255, 0
L 576.0, -430.0, 24.0, 569.0, -430.0, 24.0, 150, 150, 150
L 576.0, -427.0, 26.0, 576.0, -425.0, 28.0, 0, 255, 0
L 569.0, -427.0, 26.0, 569.0, -430.0, 24.0, 0, 255, 0
L 576.0, -427.0, 26.0, 569.0, -427.0, 26.0, 150, 150, 150
L 576.0, -433.0, 22.0, 576.0, -430.0, 24.0, 0, 255, 0
L 569.0, -433.0, 22.0, 569.0, -436.0, 21.0, 0, 255, 0
L 576.0, -433.0, 22.0, 569.0, -433.0, 22.0, 150, 150, 150
L 576.0, -442.0, 17.0, 576.0, -439.0, 19.0, 0, 255, 0
L 569.0, -442.0, 17.0, 569.0, -445.0, 15.0, 0, 255, 0
L 576.0, -442.0, 17.0, 569.0, -442.0, 17.0, 150, 150, 150
L 576.0, -439.0, 19.0, 576.0, -436.0, 21.0, 0, 255, 0
L 569.0, -439.0, 19.0, 569.0, -442.0, 17.0, 0, 255, 0
L 576.0, -439.0, 19.0, 569.0, -439.0, 19.0, 150, 150, 150
L 576.0, -445.0, 15.0, 576.0, -442.0, 17.0, 0, 255, 0
L 569.0, -445.0, 15.0, 569.0, -448.0, 14.0, 0, 255, 0
L 576.0, -445.0, 15.0, 569.0, -445.0, 15.0, 150, 150, 150
L 627.0, -448.0, 14.0, 623.0, -448.0, 14.0, 0, 0, 0
L 627.0, -425.0, 28.0, 634.0, -425.0, 28.0, 150, 150, 150
L 627.0, -436.0, 21.0, 627.0, -439.0, 19.0, 0, 255, 0
L 634.0, -436.0, 21.0, 634.0, -433.0, 22.0, 0, 255, 0
L 627.0, -436.0, 21.0, 634.0, -436.0, 21.0, 150, 150, 150
L 627.0, -442.0, 17.0, 627.0, -445.0, 15.0, 0, 255, 0
L 634.0, -442.0, 17.0, 634.0, -439.0, 19.0, 0, 255, 0
L 627.0, -442.0, 17.0, 634.0, -442.0, 17.0, 150, 150, 150
L 627.0, -430.0, 24.0, 627.0, -433.0, 22.0, 0, 255, 0
L 634.0, -430.0, 24.0, 634.0, -427.0, 26.0, 0, 255, 0
L 627.0, -430.0, 24.0, 634.0, -430.0, 24.0, 150, 150, 150
L 627.0, -433.0, 22.0, 627.0, -436.0, 21.0, 0, 255, 0
L 634.0, -433.0, 22.0, 634.0, -430.0, 24.0, 0, 255, 0
L 627.0, -433.0, 22.0, 634.0, -433.0, 22.0, 150, 150, 150
L 627.0, -427.0, 26.0, 627.0, -430.0, 24.0, 0, 255, 0
L 634.0, -427.0, 26.0, 634.0, -425.0, 28.0, 0, 255, 0
L 627.0, -427.0, 26.0, 634.0, -427.0, 26.0, 150, 150, 150
L 627.0, -439.0, 19.0, 627.0, -442.0, 17.0, 0, 255, 0
L 634.0, -439.0, 19.0, 634.0, -436.0, 21.0, 0, 255, 0
L 627.0, -439.0, 19.0, 634.0, -439.0, 19.0, 150, 150, 150
L 627.0, -445.0, 15.0, 627.0, -448.0, 14.0, 0, 255, 0
L 634.0, -445.0, 15.0, 634.0, -442.0, 17.0, 0, 255, 0
L 627.0, -445.0, 15.0, 634.0, -445.0, 15.0, 150, 150, 150
L 535.0, -741.0, 0.0, 535.0, -750.0, 0.0, 255, 255, 0
L 616.0, -466.0, 14.0, 587.0, -466.0, 14.0, 0, 0, 0
L 348.0, -508.0, 0.0, 341.0, -508.0, 0.0, 255, 255, 0
L 341.0, -499.0, 0.0, 348.0, -499.0, 0.0, 255, 255, 0
L 341.0, -508.0, 0.0, 341.0, -499.0, 0.0, 255, 255, 0
L 340.0, -515.0, 0.0, 347.0, -521.0, 0.0, 0, 0, 0
L 360.0, -445.0, 0.0, 360.0, -486.0, 0.0, 0, 0, 0
L 360.0, -486.0, 0.0, 347.0, -486.0, 0.0, 0, 0, 0
L 371.0, -450.0, 0.0, 371.0, -445.0, 0.0, 0, 0, 0
L 334.0, -497.0, 0.0, 334.0, -509.0, 0.0, 0, 0, 0
L 340.0, -492.0, 0.0, 334.0, -497.0, 0.0, 0, 0, 0
L 414.0, -461.0, 0.0, 414.0, -473.0, 0.0, 0, 0, 0
L 425.0, -473.0, 0.0, 425.0, -450.0, 0.0, 0, 0, 0
L 357.0, -469.0, 0.0, 357.0, -445.0, 0.0, 0, 0, 0
L 371.0, -461.0, 0.0, 414.0, -461.0, 0.0, 0, 0, 0
L 414.0, -546.0, 0.0, 371.0, -546.0, 0.0, 0, 0, 0
L 384.0, -509.0, 0.0, 384.0, -497.0, 0.0, 0, 0, 0
L 463.0, -469.0, 0.0, 463.0, -434.0, 0.0, 0, 0, 0
L 384.0, -497.0, 0.0, 395.0, -486.0, 0.0, 0, 0, 0
L 425.0, -450.0, 0.0, 371.0, -450.0, 0.0, 0, 0, 0
L 395.0, -521.0, 0.0, 384.0, -509.0, 0.0, 0, 0, 0
L 467.0, -490.0, 0.0, 443.0, -490.0, 0.0, 0, 0, 0
L 360.0, -557.0, 0.0, 425.0, -557.0, 0.0, 0, 0, 0
L 334.0, -509.0, 0.0, 340.0, -515.0, 0.0, 0, 0, 0
L 429.0, -469.0, 0.0, 463.0, -469.0, 0.0, 0, 0, 0
L 443.0, -517.0, 0.0, 467.0, -517.0, 0.0, 0, 0, 0
L 360.0, -521.0, 0.0, 360.0, -557.0, 0.0, 0, 0, 0
L 414.0, -533.0, 0.0, 414.0, -546.0, 0.0, 0, 0, 0
L 347.0, -486.0, 0.0, 340.0, -492.0, 0.0, 0, 0, 0
L 371.0, -546.0, 0.0, 371.0, -461.0, 0.0, 0, 0, 0
L 347.0, -521.0, 0.0, 360.0, -521.0, 0.0, 0, 0, 0
L 425.0, -557.0, 0.0, 425.0, -533.0, 0.0, 0, 0, 0
L 357.0, -442.0, 0.0, 357.0, -436.0, 0.0, 205, 133, 63
L 371.0, -445.0, 0.0, 426.0, -445.0, 0.0, 0, 0, 0
L 360.0, -442.0, 0.0, 360.0, -436.0, 0.0, 205, 133, 63
L 360.0, -436.0, 0.0, 358.0, -436.0, 0.0, 205, 133, 63
L 358.0, -436.0, 0.0, 357.0, -436.0, 0.0, 205, 133, 63
L 358.0, -434.0, 0.0, 334.0, -434.0, 0.0, 0, 0, 0
L 358.0, -436.0, 0.0, 358.0, -434.0, 0.0, 205, 133, 63
L 358.0, -445.0, 0.0, 360.0, -445.0, 0.0, 0, 0, 0
L 358.0, -442.0, 0.0, 360.0, -442.0, 0.0, 205, 133, 63
L 358.0, -445.0, 0.0, 358.0, -442.0, 0.0, 205, 133, 63
L 357.0, -442.0, 0.0, 358.0, -442.0, 0.0, 205, 133, 63
L 357.0, -445.0, 0.0, 358.0, -445.0, 0.0, 0, 0, 0
L 463.0, -434.0, 0.0, 426.0, -434.0, 0.0, 0, 0, 0
L 443.0, -517.0, 0.0, 435.0, -521.0, 0.0, 0, 0, 0
L 443.0, -490.0, 0.0, 435.0, -486.0, 0.0, 0, 0, 0
L 414.0, -473.0, 0.0, 405.0, -473.0, 0.0, 0, 0, 0
L 357.0, -469.0, 0.0, 334.0, -469.0, 0.0, 0, 0, 0
L 334.0, -434.0, 0.0, 334.0, -469.0, 0.0, 0, 0, 0
L 395.0, -486.0, 0.0, 405.0, -473.0, 0.0, 0, 0, 0
L 429.0, -469.0, 0.0, 429.0, -445.0, 0.0, 0, 0, 0
L 435.0, -473.0, 0.0, 425.0, -473.0, 0.0, 0, 0, 0
L 405.0, -533.0, 0.0, 395.0, -521.0, 0.0, 0, 0, 0
L 414.0, -533.0, 0.0, 405.0, -533.0, 0.0, 0, 0, 0
L 425.0, -533.0, 0.0, 435.0, -533.0, 0.0, 0, 0, 0
L 435.0, -473.0, 0.0, 435.0, -486.0, 0.0, 0, 0, 0
L 435.0, -521.0, 0.0, 435.0, -533.0, 0.0, 0, 0, 0
L 348.0, -499.0, 0.0, 348.0, -508.0, 0.0, 255, 255, 0
L 426.0, -434.0, 0.0, 358.0, -434.0, 0.0, 0, 0, 0
L 424.0, -436.0, 0.0, 424.0, -442.0, 0.0, 205, 133, 63
L 429.0, -442.0, 0.0, 429.0, -436.0, 0.0, 205, 133, 63
L 426.0, -445.0, 0.0, 429.0, -445.0, 0.0, 0, 0, 0
L 426.0, -445.0, 0.0, 426.0, -442.0, 0.0, 205, 133, 63
L 429.0, -436.0, 0.0, 426.0, -436.0, 0.0, 205, 133, 63
L 426.0, -436.0, 0.0, 426.0, -434.0, 0.0, 205, 133, 63
L 426.0, -436.0, 0.0, 424.0, -436.0, 0.0, 205, 133, 63
L 424.0, -442.0, 0.0, 426.0, -442.0, 0.0, 205, 133, 63
L 426.0, -442.0, 0.0, 429.0, -442.0, 0.0, 205, 133, 63
L 467.0, -505.0, 0.0, 467.0, -501.0, 0.0, 205, 133, 63
L 472.0, -501.0, 0.0, 472.0, -505.0, 0.0, 205, 133, 63
L 469.0, -508.0, 0.0, 472.0, -508.0, 0.0, 0, 0, 0
L 469.0, -499.0, 0.0, 472.0, -499.0, 0.0, 0, 0, 0
L 469.0, -508.0, 0.0, 469.0, -505.0, 0.0, 205, 133, 63
L 472.0, -501.0, 0.0, 469.0, -501.0, 0.0, 205, 133, 63
L 469.0, -501.0, 0.0, 469.0, -499.0, 0.0, 205, 133, 63
L 469.0, -501.0, 0.0, 467.0, -501.0, 0.0, 205, 133, 63
L 467.0, -505.0, 0.0, 469.0, -505.0, 0.0, 205, 133, 63
L 469.0, -505.0, 0.0, 472.0, -505.0, 0.0, 205, 133, 63
L 582.0, -632.0, 0.0, 577.0, -632.0, 0.0, 205, 133, 63
L 582.0, -629.0, 0.0, 577.0, -629.0, 0.0, 205, 133, 63
L 585.0, -630.0, 0.0, 585.0, -629.0, 0.0, 0, 0, 0
L 575.0, -630.0, 0.0, 575.0, -629.0, 0.0, 0, 0, 0
L 585.0, -630.0, 0.0, 582.0, -630.0, 0.0, 205, 133, 63
L 577.0, -632.0, 0.0, 577.0, -630.0, 0.0, 205, 133, 63
L 577.0, -630.0, 0.0, 575.0, -630.0, 0.0, 205, 133, 63
L 577.0, -630.0, 0.0, 577.0, -629.0, 0.0, 205, 133, 63
L 582.0, -632.0, 0.0, 582.0, -630.0, 0.0, 205, 133, 63
L 582.0, -630.0, 0.0, 582.0, -629.0, 0.0, 205, 133, 63
L 598.0, -739.0, 0.0, 597.0, -739.0, 0.0, 0, 0, 0
L 606.0, -739.0, 0.0, 600.0, -739.0, 0.0, 205, 133, 63
L 606.0, -734.0, 0.0, 600.0, -734.0, 0.0, 205, 133, 63
L 609.0, -736.0, 0.0, 609.0, -739.0, 0.0, 0, 0, 0
L 598.0, -736.0, 0.0, 598.0, -739.0, 0.0, 0, 0, 0
L 609.0, -736.0, 0.0, 606.0, -736.0, 0.0, 205, 133, 63
L 600.0, -739.0, 0.0, 600.0, -736.0, 0.0, 205, 133, 63
L 600.0, -736.0, 0.0, 598.0, -736.0, 0.0, 205, 133, 63
L 600.0, -736.0, 0.0, 600.0, -734.0, 0.0, 205, 133, 63
L 606.0, -739.0, 0.0, 606.0, -736.0, 0.0, 205, 133, 63
L 606.0, -736.0, 0.0, 606.0, -734.0, 0.0, 205, 133, 63
L 621.0, -754.0, 0.0, 621.0, -801.0, 0.0, 0, 0, 0
L 612.0, -758.0, 0.0, 618.0, -758.0, 0.0, 205, 133, 63
L 618.0, -751.0, 0.0, 612.0, -751.0, 0.0, 205, 133, 63
L 609.0, -754.0, 0.0, 609.0, -751.0, 0.0, 0, 0, 0
L 621.0, -754.0, 0.0, 618.0, -754.0, 0.0, 205, 133, 63
L 612.0, -758.0, 0.0, 612.0, -754.0, 0.0, 205, 133, 63
L 612.0, -754.0, 0.0, 609.0, -754.0, 0.0, 205, 133, 63
L 612.0, -754.0, 0.0, 612.0, -751.0, 0.0, 205, 133, 63
L 618.0, -758.0, 0.0, 618.0, -754.0, 0.0, 205, 133, 63
L 618.0, -754.0, 0.0, 618.0, -751.0, 0.0, 205, 133, 63
L 883.0, -406.0, -7.0, 883.0, -402.0, -7.0, 205, 133, 63
L 890.0, -402.0, -7.0, 890.0, -406.0, -7.0, 205, 133, 63
L 886.0, -409.0, -7.0, 889.0, -409.0, -7.0, 0, 0, 0
L 886.0, -400.0, -7.0, 889.0, -400.0, -7.0, 0, 0, 0
L 886.0, -409.0, -7.0, 886.0, -406.0, -7.0, 205, 133, 63
L 890.0, -402.0, -7.0, 886.0, -402.0, -7.0, 205, 133, 63
L 886.0, -402.0, -7.0, 886.0, -400.0, -7.0, 205, 133, 63
L 886.0, -402.0, -7.0, 883.0, -402.0, -7.0, 205, 133, 63
L 883.0, -406.0, -7.0, 886.0, -406.0, -7.0, 205, 133, 63
L 886.0, -406.0, -7.0, 890.0, -406.0, -7.0, 205, 133, 63
L 840.0, -394.0, -7.0, 840.0, -366.0, -7.0, 0, 0, 0
L 848.0, -418.0, -7.0, 842.0, -418.0, -7.0, 205, 133, 63
L 848.0, -411.0, -7.0, 842.0, -411.0, -7.0, 205, 133, 63
L 848.0, -398.0, -7.0, 842.0, -398.0, -7.0, 205, 133, 63
L 848.0, -391.0, -7.0, 842.0, -391.0, -7.0, 205, 133, 63
L 851.0, -394.0, -7.0, 851.0, -398.0, -7.0, 0, 0, 0
L 851.0, -394.0, -7.0, 848.0, -394.0, -7.0, 205, 133, 63
L 842.0, -398.0, -7.0, 842.0, -394.0, -7.0, 205, 133, 63
L 842.0, -394.0, -7.0, 840.0, -394.0, -7.0, 205, 133, 63
L 842.0, -394.0, -7.0, 842.0, -391.0, -7.0, 205, 133, 63
L 848.0, -398.0, -7.0, 848.0, -394.0, -7.0, 205, 133, 63
L 848.0, -394.0, -7.0, 848.0, -391.0, -7.0, 205, 133, 63
L 851.0, -414.0, -7.0, 851.0, -418.0, -7.0, 0, 0, 0
L 840.0, -414.0, -7.0, 840.0, -411.0, -7.0, 0, 0, 0
L 851.0, -414.0, -7.0, 848.0, -414.0, -7.0, 205, 133, 63
L 842.0, -418.0, -7.0, 842.0, -414.0, -7.0, 205, 133, 63
L 842.0, -414.0, -7.0, 840.0, -414.0, -7.0, 205, 133, 63
L 842.0, -414.0, -7.0, 842.0, -411.0, -7.0, 205, 133, 63
L 848.0, -418.0, -7.0, 848.0, -414.0, -7.0, 205, 133, 63
L 848.0, -414.0, -7.0, 848.0, -411.0, -7.0, 205, 133, 63
L 780.0, -412.0, -7.0, 785.0, -412.0, -7.0, 205, 133, 63
L 785.0, -405.0, -7.0, 780.0, -405.0, -7.0, 205, 133, 63
L 788.0, -408.0, -7.0, 788.0, -405.0, -7.0, 0, 0, 0
L 778.0, -408.0, -7.0, 778.0, -405.0, -7.0, 0, 0, 0
L 788.0, -408.0, -7.0, 785.0, -408.0, -7.0, 205, 133, 63
L 780.0, -412.0, -7.0, 780.0, -408.0, -7.0, 205, 133, 63
L 780.0, -408.0, -7.0, 778.0, -408.0, -7.0, 205, 133, 63
L 780.0, -408.0, -7.0, 780.0, -405.0, -7.0, 205, 133, 63
L 785.0, -412.0, -7.0, 785.0, -408.0, -7.0, 205, 133, 63
L 785.0, -408.0, -7.0, 785.0, -405.0, -7.0, 205, 133, 63
L 905.0, -499.0, 0.0, 905.0, -523.0, 0.0, 0, 0, 0
L 905.0, -581.0, 0.0, 905.0, -606.0, 0.0, 0, 0, 0
L 903.0, -488.0, 0.0, 829.0, -488.0, 0.0, 0, 0, 0
L 901.0, -496.0, 0.0, 901.0, -490.0, 0.0, 205, 133, 63
L 905.0, -496.0, 0.0, 905.0, -490.0, 0.0, 205, 133, 63
L 903.0, -499.0, 0.0, 905.0, -499.0, 0.0, 0, 0, 0
L 903.0, -499.0, 0.0, 903.0, -496.0, 0.0, 205, 133, 63
L 905.0, -490.0, 0.0, 903.0, -490.0, 0.0, 205, 133, 63
L 903.0, -490.0, 0.0, 903.0, -488.0, 0.0, 205, 133, 63
L 903.0, -490.0, 0.0, 901.0, -490.0, 0.0, 205, 133, 63
L 901.0, -496.0, 0.0, 903.0, -496.0, 0.0, 205, 133, 63
L 903.0, -496.0, 0.0, 905.0, -496.0, 0.0, 205, 133, 63
L 903.0, -617.0, 0.0, 829.0, -617.0, 0.0, 0, 0, 0
L 901.0, -608.0, 0.0, 901.0, -614.0, 0.0, 205, 133, 63
L 905.0, -608.0, 0.0, 905.0, -614.0, 0.0, 205, 133, 63
L 901.0, -614.0, 0.0, 903.0, -614.0, 0.0, 205, 133, 63
L 901.0, -608.0, 0.0, 903.0, -608.0, 0.0, 205, 133, 63
L 903.0, -606.0, 0.0, 905.0, -606.0, 0.0, 0, 0, 0
L 903.0, -606.0, 0.0, 903.0, -608.0, 0.0, 205, 133, 63
L 903.0, -614.0, 0.0, 905.0, -614.0, 0.0, 205, 133, 63
L 903.0, -608.0, 0.0, 905.0, -608.0, 0.0, 205, 133, 63
L 903.0, -614.0, 0.0, 903.0, -617.0, 0.0, 205, 133, 63
L 773.0, -542.0, 0.0, 773.0, -548.0, 0.0, 0, 0, 0
L 773.0, -557.0, 0.0, 773.0, -563.0, 0.0, 0, 0, 0
L 767.0, -546.0, 0.0, 767.0, -548.0, 0.0, 0, 0, 0
L 767.0, -548.0, 0.0, 770.0, -548.0, 0.0, 0, 0, 0
L 773.0, -557.0, 0.0, 770.0, -557.0, 0.0, 0, 0, 0
L 767.0, -557.0, 0.0, 767.0, -559.0, 0.0, 0, 0, 0
L 767.0, -550.0, 0.0, 767.0, -554.0, 0.0, 205, 133, 63
L 773.0, -550.0, 0.0, 773.0, -554.0, 0.0, 205, 133, 63
L 770.0, -548.0, 0.0, 773.0, -548.0, 0.0, 0, 0, 0
L 770.0, -557.0, 0.0, 767.0, -557.0, 0.0, 0, 0, 0
L 770.0, -548.0, 0.0, 770.0, -550.0, 0.0, 205, 133, 63
L 773.0, -554.0, 0.0, 770.0, -554.0, 0.0, 205, 133, 63
L 770.0, -554.0, 0.0, 770.0, -557.0, 0.0, 205, 133, 63
L 770.0, -554.0, 0.0, 767.0, -554.0, 0.0, 205, 133, 63
L 767.0, -550.0, 0.0, 770.0, -550.0, 0.0, 205, 133, 63
L 770.0, -550.0, 0.0, 773.0, -550.0, 0.0, 205, 133, 63
L 598.0, -422.0, 14.0, 603.0, -422.0, 14.0, 205, 133, 63
L 603.0, -419.0, 14.0, 598.0, -419.0, 14.0, 205, 133, 63
L 606.0, -420.0, 14.0, 606.0, -419.0, 14.0, 0, 0, 0
L 596.0, -420.0, 14.0, 596.0, -419.0, 14.0, 0, 0, 0
L 606.0, -420.0, 14.0, 603.0, -420.0, 14.0, 205, 133, 63
L 598.0, -422.0, 14.0, 598.0, -420.0, 14.0, 205, 133, 63
L 598.0, -420.0, 14.0, 596.0, -420.0, 14.0, 205, 133, 63
L 598.0, -420.0, 14.0, 598.0, -419.0, 14.0, 205, 133, 63
L 603.0, -422.0, 14.0, 603.0, -420.0, 14.0, 205, 133, 63
L 603.0, -420.0, 14.0, 603.0, -419.0, 14.0, 205, 133, 63
L 915.0, -558.0, 0.0, 912.0, -553.5, 0.0, 255, 255, 0
L 915.0, -549.0, 0.0, 912.0, -553.5, 0.0, 255, 255, 0
L 912.0, -553.5, 0.0, 909.0, -549.0, 0.0, 255, 255, 0
L 912.0, -553.5, 0.0, 909.0, -558.0, 0.0, 255, 255, 0
L 348.0, -508.0, 0.0, 344.5, -503.5, 0.0, 255, 255, 0
L 348.0, -499.0, 0.0, 344.5, -503.5, 0.0, 255, 255, 0
L 344.5, -503.5, 0.0, 341.0, -499.0, 0.0, 255, 255, 0
L 344.5, -503.5, 0.0, 341.0, -508.0, 0.0, 255, 255, 0
L 541.0, -750.0, 0.0, 538.0, -745.5, 0.0, 255, 255, 0
L 541.0, -741.0, 0.0, 538.0, -745.5, 0.0, 255, 255, 0
L 538.0, -745.5, 0.0, 535.0, -741.0, 0.0, 255, 255, 0
L 538.0, -745.5, 0.0, 535.0, -750.0, 0.0, 255, 255, 0
L 616.0, -440.0, 27.0, 612.5, -435.5, 27.0, 255, 255, 0
L 616.0, -431.0, 27.0, 612.5, -435.5, 27.0, 255, 255, 0
L 612.5, -435.5, 27.0, 609.0, -431.0, 27.0, 255, 255, 0
L 612.5, -435.5, 27.0, 609.0, -440.0, 27.0, 255, 255, 0
L 606.0, -456.0, 27.0, 601.5, -452.5, 27.0, 255, 255, 0
L 606.0, -449.0, 27.0, 601.5, -452.5, 27.0, 255, 255, 0
L 601.5, -452.5, 27.0, 597.0, -449.0, 27.0, 255, 255, 0
L 601.5, -452.5, 27.0, 597.0, -456.0, 27.0, 255, 255, 0
L 593.0, -440.0, 27.0, 590.0, -435.5, 27.0, 255, 255, 0
L 593.0, -431.0, 27.0, 590.0, -435.5, 27.0, 255, 255, 0
L 590.0, -435.5, 27.0, 587.0, -431.0, 27.0, 255, 255, 0
L 590.0, -435.5, 27.0, 587.0, -440.0, 27.0, 255, 255, 0
