P -400, 2600, 0, 0, 0, 0, 2, Original_Map:_Goodurden<RoI>
P -400, 2800, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -400, 3000, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -400, 3200, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 422.9, 780.6, -260.7, 421.4, 779.1, -260.8, 0, 0, 0
L 421.4, 779.1, -260.8, 387.6, 731.2, -243.8, 0, 0, 0
L 387.6, 731.2, -243.8, 336.8, 682.0, -236.2, 0, 0, 0
L 336.8, 682.0, -236.2, 322.0, 635.8, -230.7, 0, 0, 0
L 322.0, 635.8, -230.7, 290.8, 586.1, -236.2, 0, 0, 0
L 290.8, 586.1, -236.2, 308.0, 489.8, -236.4, 0, 0, 0
L 308.0, 489.8, -236.4, 313.4, 441.0, -243.6, 0, 0, 0
L 313.4, 441.0, -243.6, 320.9, 395.3, -236.7, 0, 0, 0
L 320.9, 395.3, -235.5, 290.4, 395.4, -237.5, 0, 0, 0
L 290.4, 395.4, -237.5, 285.5, 394.7, -238.8, 0, 0, 0
L 285.5, 394.7, -238.8, 102.5, 395.3, -226.3, 0, 0, 0
L 102.5, 395.3, -226.3, -113.9, 154.7, -226.5, 0, 0, 0
L -113.9, 154.7, -226.5, -353.9, -55.2, -226.5, 0, 0, 0
L -353.9, -55.2, -226.4, -397.9, -26.7, -209.9, 0, 0, 0
L -397.9, -26.7, -209.9, -414.5, -30.0, -197.1, 0, 0, 0
L -414.5, -30.0, -197.1, -429.9, -23.8, -190.3, 0, 0, 0
L -429.9, -23.8, -190.3, -438.3, -24.5, -191.1, 0, 0, 0
L -438.3, -24.5, -191.1, -455.6, -13.9, -188.1, 0, 0, 0
L -455.6, -13.9, -188.1, -498.3, 6.6, -177.6, 0, 0, 0
L -498.3, 6.6, -177.6, -523.1, 28.8, -185.0, 0, 0, 0
L -523.1, 28.8, -185.0, -531.9, 46.3, -186.8, 0, 0, 0
L -531.9, 46.3, -186.8, -531.9, 46.4, -186.1, 0, 0, 0
L -531.9, 46.4, -186.1, -546.5, 63.8, -195.3, 0, 0, 0
L -546.5, 63.8, -195.3, -557.7, 72.8, -208.8, 0, 0, 0
L -557.7, 72.8, -208.8, -562.3, 79.2, -215.9, 0, 0, 0
L -562.3, 79.2, -215.9, -739.9, 112.9, -226.2, 0, 0, 0
L -739.9, 112.9, -226.2, -1103.3, 84.5, -225.8, 0, 0, 0
L -1103.3, 84.5, -225.8, -1102.2, -52.9, -210.2, 0, 0, 0
L -1102.2, -52.9, -210.2, -1102.6, -169.9, -234.6, 0, 0, 0
L -1102.6, -169.9, -234.6, -1099.5, -182.4, -233.1, 0, 0, 0
L -1099.5, -182.4, -233.1, -1103.3, -485.8, -226.6, 0, 0, 0
L -1103.3, -485.8, -226.6, -985.2, -863.3, -227.1, 0, 0, 0
L -985.2, -863.3, -227.1, -958.1, -863.3, -234.4, 0, 0, 0
L -958.1, -863.3, -235.9, -957.9, -1055.7, -236.6, 0, 0, 0
L -957.9, -1055.7, -236.6, -1065.8, -1247.9, -236.8, 0, 0, 0
L -1065.8, -1247.9, -236.8, -1066.0, -1343.7, -236.8, 0, 0, 0
L -1066.0, -1343.7, -236.8, -1066.3, -1441.0, -236.6, 0, 0, 0
L -1066.3, -1441.0, -235.5, -1096.8, -1441.0, -237.6, 0, 0, 0
L -1096.8, -1441.0, -237.6, -1101.4, -1442.0, -238.8, 0, 0, 0
L -1101.4, -1442.0, -238.8, -1295.7, -1441.0, -226.6, 0, 0, 0
L -1295.7, -1441.0, -226.6, -1390.7, -1514.8, -218.5, 0, 0, 0
L -1390.7, -1514.8, -218.5, -1461.7, -1569.1, -247.4, 0, 0, 0
L -1461.7, -1569.1, -247.4, -1483.5, -1596.7, -231.0, 0, 0, 0
L -1483.5, -1596.7, -231.0, -1504.8, -1614.6, -224.6, 0, 0, 0
L -1504.8, -1614.6, -224.6, -1526.3, -1644.5, -195.8, 0, 0, 0
L -1526.3, -1644.5, -195.8, -1551.6, -1658.7, -209.2, 0, 0, 0
L -1551.6, -1658.7, -209.2, -1568.2, -1665.7, -217.4, 0, 0, 0
L -1568.2, -1665.7, -217.4, -1583.4, -1664.8, -230.7, 0, 0, 0
L -1583.4, -1664.8, -230.7, -1679.9, -1735.1, -226.5, 0, 0, 0
L -1679.9, -1735.1, -225.9, -1872.2, -1633.0, -226.9, 0, 0, 0
L -1872.2, -1633.0, -226.9, -2306.7, -1633.1, -219.7, 0, 0, 0
L -2306.7, -1633.1, -219.7, -2309.3, -1652.6, -220.5, 0, 0, 0
L -2309.3, -1652.6, -220.5, -2309.3, -1990.5, -236.4, 0, 0, 0
L -2309.3, -1990.5, -236.4, -2309.3, -1997.6, -226.6, 0, 0, 0
L -2309.3, -1997.6, -226.6, -1967.5, -2333.1, -230.8, 0, 0, 0
L -1794.8, -2002.8, -263.8, -1814.7, -1987.0, -260.3, 150, 150, 150
L -1814.7, -1987.0, -263.8, -1813.3, -1983.2, -263.8, 150, 150, 150
L -1813.3, -1983.2, -263.8, -1813.1, -1982.7, -263.8, 150, 150, 150
L -1813.3, -1983.5, -263.8, -1818.8, -1975.2, -263.8, 150, 150, 150
L -1818.8, -1975.2, -263.8, -1816.6, -1970.9, -263.6, 150, 150, 150
L -1816.6, -1970.9, -263.6, -1798.8, -1956.6, -263.8, 150, 150, 150
L -1798.8, -1956.6, -263.8, -1817.4, -1940.4, -263.8, 150, 150, 150
L -1817.4, -1940.4, -263.8, -1815.6, -1925.8, -263.7, 150, 150, 150
L -1815.5, -1926.6, -263.8, -1794.9, -1909.3, -263.8, 150, 150, 150
L -1794.9, -1909.3, -263.8, -1849.1, -1864.3, -263.8, 150, 150, 150
L -1849.1, -1864.3, -263.8, -1877.4, -1887.6, -263.3, 150, 150, 150
L -1877.4, -1887.6, -263.3, -1882.8, -1889.9, -263.7, 150, 150, 150
L -1882.8, -1889.9, -263.7, -1908.3, -1870.1, -263.8, 150, 150, 150
L -1908.3, -1870.1, -263.8, -1932.5, -1890.9, -263.5, 150, 150, 150
L -1932.5, -1890.9, -263.5, -1939.9, -1888.3, -263.8, 150, 150, 150
L -1939.9, -1888.3, -263.8, -1965.3, -1867.2, -263.1, 150, 150, 150
L -1965.3, -1867.2, -263.1, -1965.4, -1861.1, -263.8, 150, 150, 150
L -1965.4, -1861.1, -263.8, -1967.0, -1858.5, -263.8, 150, 150, 150
L -1967.0, -1858.5, -263.8, -1996.0, -1832.9, -263.8, 150, 150, 150
L -1996.0, -1832.9, -263.8, -2000.5, -1833.6, -263.8, 150, 150, 150
L -2000.5, -1833.6, -263.8, -2012.2, -1840.7, -263.8, 150, 150, 150
L -2012.2, -1840.7, -263.8, -2030.5, -1859.3, -263.7, 150, 150, 150
L -2030.5, -1859.3, -263.7, -2005.9, -1898.3, -263.8, 150, 150, 150
L -2005.9, -1898.3, -263.8, -2007.9, -1900.6, -263.8, 150, 150, 150
L -2007.9, -1900.6, -263.8, -2007.8, -1917.2, -262.6, 150, 150, 150
L -2007.8, -1917.2, -262.6, -1991.4, -1933.4, -258.4, 150, 150, 150
L -1991.4, -1933.4, -258.4, -2017.5, -1955.0, -259.8, 150, 150, 150
L -2017.5, -1955.0, -259.8, -1992.7, -1977.2, -263.8, 150, 150, 150
L -1992.7, -1977.2, -263.8, -1993.6, -1980.7, -263.4, 150, 150, 150
L -1993.6, -1980.7, -263.4, -2022.0, -2003.2, -263.8, 150, 150, 150
L -2022.0, -2003.2, -263.8, -1966.8, -2047.5, -263.8, 150, 150, 150
L -1966.8, -2047.5, -263.8, -1938.9, -2025.0, -263.8, 150, 150, 150
L -1938.9, -2025.0, -263.8, -1933.9, -2023.9, -263.8, 150, 150, 150
L -1933.9, -2023.9, -263.8, -1907.5, -2044.9, -263.8, 150, 150, 150
L -1907.5, -2044.9, -263.8, -1886.2, -2026.7, -247.8, 150, 150, 150
L -1886.2, -2026.7, -247.8, -1852.7, -2039.5, -249.3, 150, 150, 150
L -1852.7, -2039.5, -249.3, -1794.8, -2002.8, -263.8, 150, 150, 150
L -1737.9, -1600.6, -443.1, -1641.3, -1601.3, -449.1, 0, 255, 255
L -1641.3, -1601.3, -449.1, -1575.5, -1651.5, -449.8, 0, 255, 255
L -1478.3, -1651.5, -449.6, -1575.5, -1651.5, -449.6, 0, 255, 255
L -1478.3, -1651.5, -449.6, -1478.2, -1632.2, -430.3, 0, 255, 255
L -1478.2, -1632.2, -430.3, -1433.4, -1531.0, -430.3, 0, 255, 255
L -1433.4, -1531.0, -430.3, -1290.6, -1531.0, -430.5, 0, 255, 255
L -1290.6, -1531.0, -430.5, -1243.0, -1632.2, -430.1, 0, 255, 255
L -1243.0, -1632.2, -430.1, -1243.0, -1711.4, -449.5, 0, 255, 255
L -1243.0, -1711.4, -449.5, -1149.6, -1711.6, -449.2, 0, 255, 255
L -1149.6, -1711.6, -449.2, -1079.9, -1759.5, -449.7, 0, 255, 255
L -1079.9, -1759.5, -449.6, -983.1, -1759.5, -449.6, 0, 255, 255
L -983.4, -1733.7, -432.0, -983.1, -1759.5, -449.6, 0, 255, 255
L -983.4, -1733.7, -432.0, -1006.3, -1597.1, -433.8, 0, 255, 255
L -1006.3, -1597.1, -433.8, -928.5, -1596.9, -430.1, 0, 255, 255
L -928.5, -1596.9, -430.1, -928.5, -1499.9, -449.6, 0, 255, 255
L -928.5, -1499.9, -449.7, -970.8, -1433.1, -449.4, 0, 255, 255
L -970.8, -1433.1, -449.4, -993.5, -1367.7, -473.5, 0, 255, 255
L -993.5, -1367.7, -473.5, -993.0, -1350.2, -473.6, 0, 255, 255
L -993.0, -1350.2, -473.6, -999.3, -1324.8, -473.6, 0, 255, 255
L -999.3, -1324.8, -473.6, -1024.2, -1318.5, -473.6, 0, 255, 255
L -1024.2, -1318.5, -473.5, -1141.6, -1318.5, -473.6, 0, 255, 255
L -1141.6, -1318.5, -473.6, -1138.9, -1334.5, -456.3, 0, 255, 255
L -1138.9, -1334.5, -456.3, -1174.3, -1426.4, -458.5, 0, 255, 255
L -1174.3, -1426.4, -458.5, -1280.4, -1426.3, -455.4, 0, 255, 255
L -1280.4, -1426.3, -455.4, -1386.0, -1380.2, -443.6, 0, 255, 255
L -1386.0, -1380.2, -443.6, -1415.6, -1357.7, -443.4, 0, 255, 255
L -1415.6, -1357.7, -443.4, -1425.6, -1249.7, -456.3, 0, 255, 255
L -1425.6, -1249.7, -456.8, -1396.7, -1180.3, -455.8, 0, 255, 255
L -1396.7, -1180.3, -454.8, -1397.5, -1099.5, -473.6, 0, 255, 255
L -1470.3, -605.4, -486.3, -1492.8, -654.4, -486.8, 0, 0, 255
L -1492.8, -654.4, -486.8, -1497.4, -672.5, -486.6, 0, 0, 255
L -1497.4, -672.5, -486.6, -1497.0, -681.9, -485.5, 0, 0, 255
L -1497.0, -681.9, -485.5, -1484.4, -715.7, -486.2, 0, 0, 255
L -1484.4, -715.7, -486.2, -1480.7, -737.4, -484.9, 0, 0, 255
L -1480.7, -737.4, -484.9, -1476.9, -747.3, -485.9, 0, 0, 255
L -1476.9, -747.3, -485.9, -1477.4, -752.9, -485.8, 0, 0, 255
L -1477.4, -752.9, -485.8, -1472.9, -771.6, -485.9, 0, 0, 255
L -1472.9, -771.6, -485.9, -1473.3, -782.6, -485.6, 0, 0, 255
L -1473.3, -782.6, -485.6, -1462.8, -781.6, -486.3, 0, 0, 255
L -1462.8, -781.6, -486.3, -1441.5, -787.5, -485.5, 0, 0, 255
L -1441.5, -787.5, -485.5, -1414.9, -780.8, -485.2, 0, 0, 255
L -1414.9, -780.8, -485.2, -1409.0, -776.3, -486.2, 0, 0, 255
L -1409.0, -776.3, -486.2, -1402.2, -768.3, -486.2, 0, 0, 255
L -1402.2, -768.3, -486.2, -1386.9, -767.3, -485.9, 0, 0, 255
L -1386.9, -767.3, -485.9, -1385.1, -757.9, -485.7, 0, 0, 255
L -1385.1, -757.9, -485.7, -1392.3, -753.6, -485.8, 0, 0, 255
L -1392.3, -753.6, -485.8, -1393.2, -744.7, -485.9, 0, 0, 255
L -1393.2, -744.7, -485.9, -1385.4, -739.9, -485.7, 0, 0, 255
L -1385.4, -739.9, -485.7, -1412.3, -716.3, -486.0, 0, 0, 255
L -1412.3, -716.3, -486.0, -1413.8, -689.2, -485.7, 0, 0, 255
L -1413.8, -689.2, -485.7, -1408.1, -672.3, -485.7, 0, 0, 255
L -1408.1, -672.3, -485.7, -1414.3, -663.6, -485.8, 0, 0, 255
L -1414.3, -663.6, -485.9, -1396.7, -636.4, -485.8, 0, 0, 255
L -1396.7, -636.4, -485.8, -1416.9, -631.2, -485.7, 0, 0, 255
L -1416.9, -631.2, -485.7, -1417.6, -626.6, -486.4, 0, 0, 255
L -1417.6, -626.6, -486.4, -1396.8, -616.7, -485.8, 0, 0, 255
L -1396.8, -616.7, -485.8, -1396.9, -610.0, -485.8, 0, 0, 255
L -1396.9, -610.0, -485.8, -1426.5, -609.2, -485.9, 0, 0, 255
L -1426.5, -609.2, -485.9, -1437.2, -602.3, -485.6, 0, 0, 255
L -1437.2, -602.3, -485.6, -1470.3, -605.4, -486.7, 0, 0, 255
L -1397.5, -1099.5, -473.6, -1494.0, -1099.5, -473.6, 0, 255, 255
L -1494.0, -1099.5, -473.8, -1563.0, -1150.9, -473.2, 0, 255, 255
L -1563.0, -1150.9, -473.2, -1729.3, -1165.4, -449.2, 0, 255, 255
L -1729.3, -1165.4, -449.2, -1769.4, -1164.8, -449.4, 0, 255, 255
L -1769.4, -1164.8, -449.6, -1777.4, -1196.5, -449.6, 0, 255, 255
L -1777.4, -1196.5, -449.5, -1777.8, -1213.9, -449.3, 0, 255, 255
L -1777.8, -1213.9, -449.3, -1789.1, -1266.2, -449.6, 0, 255, 255
L -1789.1, -1266.2, -449.6, -1792.8, -1377.9, -449.6, 0, 255, 255
L -1792.8, -1377.9, -449.6, -1715.1, -1378.9, -431.5, 0, 255, 255
L -1715.1, -1378.9, -431.5, -1739.0, -1522.5, -431.8, 0, 255, 255
L -1739.0, -1522.5, -431.8, -1737.9, -1600.6, -443.1, 0, 255, 255
L -953.3, -533.4, -269.6, -960.9, -518.7, -269.4, 0, 0, 255
L -960.9, -518.7, -269.4, -952.8, -510.5, -269.8, 0, 0, 255
L -952.8, -510.5, -269.8, -954.2, -500.8, -269.7, 0, 0, 255
L -954.2, -500.8, -269.7, -960.8, -486.6, -269.7, 0, 0, 255
L -960.8, -486.6, -269.7, -967.9, -479.6, -269.7, 0, 0, 255
L -967.9, -479.6, -269.7, -983.2, -470.9, -269.9, 0, 0, 255
L -983.2, -470.9, -269.9, -995.8, -447.4, -269.8, 0, 0, 255
L -995.8, -447.4, -269.8, -991.4, -438.5, -269.9, 0, 0, 255
L -991.4, -438.5, -269.9, -1000.2, -415.3, -268.5, 0, 0, 255
L -1000.2, -415.3, -268.5, -1012.9, -399.7, -269.9, 0, 0, 255
L -1012.9, -399.7, -269.9, -1011.5, -380.2, -269.5, 0, 0, 255
L -1011.5, -380.2, -269.5, -1020.2, -351.3, -269.6, 0, 0, 255
L -1020.2, -351.3, -269.6, -1004.4, -323.3, -269.4, 0, 0, 255
L -1004.4, -323.3, -269.4, -994.3, -295.9, -268.5, 0, 0, 255
L -994.3, -295.9, -268.5, -988.3, -277.9, -269.5, 0, 0, 255
L -988.3, -277.9, -269.5, -988.8, -236.1, -269.8, 0, 0, 255
L -988.8, -236.1, -269.8, -996.2, -231.2, -269.7, 0, 0, 255
L -996.2, -231.2, -269.7, -995.5, -217.9, -270.7, 0, 0, 255
L -995.5, -217.9, -270.7, -997.1, -206.0, -269.0, 0, 0, 255
L -997.1, -206.0, -269.0, -990.8, -199.0, -270.2, 0, 0, 255
L -990.8, -199.0, -270.2, -1013.5, -158.8, -269.8, 0, 0, 255
L -1013.5, -158.8, -269.8, -1011.7, -140.6, -269.4, 0, 0, 255
L -1011.7, -140.6, -269.4, -1012.5, -127.8, -269.3, 0, 0, 255
L -1012.5, -127.8, -269.3, -1019.7, -112.2, -269.7, 0, 0, 255
L -1019.7, -112.2, -269.7, -999.0, -92.4, -269.3, 0, 0, 255
L -999.0, -92.4, -269.3, -936.9, -35.8, -269.3, 0, 0, 255
L -936.9, -35.8, -269.3, -926.1, -40.3, -269.4, 0, 0, 255
L -926.1, -40.3, -269.4, -904.8, -32.4, -268.8, 0, 0, 255
L -904.8, -32.4, -268.8, -888.3, -19.0, -269.6, 0, 0, 255
L -888.3, -19.0, -269.6, -867.9, -20.5, -269.4, 0, 0, 255
L -867.9, -20.5, -269.4, -856.8, -19.3, -269.3, 0, 0, 255
L -856.8, -19.3, -269.3, -815.8, -23.9, -269.7, 0, 0, 255
L -815.8, -23.9, -269.7, -807.5, -40.1, -269.7, 0, 0, 255
L -807.5, -40.1, -269.7, -783.7, -55.5, -269.6, 0, 0, 255
L -783.7, -55.5, -269.6, -775.9, -55.4, -269.8, 0, 0, 255
L -775.9, -55.4, -269.8, -768.6, -48.2, -269.8, 0, 0, 255
L -768.6, -48.2, -269.8, -752.8, -55.0, -269.5, 0, 0, 255
L -752.8, -55.0, -269.5, -743.4, -73.0, -269.6, 0, 0, 255
L -743.4, -73.0, -269.6, -751.7, -80.9, -269.7, 0, 0, 255
L -751.7, -80.9, -269.7, -750.2, -90.4, -270.0, 0, 0, 255
L -750.2, -90.4, -270.0, -745.0, -104.4, -270.0, 0, 0, 255
L -745.0, -104.4, -270.0, -720.0, -118.7, -269.5, 0, 0, 255
L -720.0, -118.7, -269.5, -707.4, -145.0, -269.4, 0, 0, 255
L -707.4, -145.0, -269.4, -711.8, -158.2, -269.3, 0, 0, 255
L -711.8, -158.2, -269.3, -717.0, -197.3, -269.7, 0, 0, 255
L -717.0, -197.3, -269.7, -715.3, -213.7, -269.0, 0, 0, 255
L -715.3, -213.7, -269.0, -700.4, -256.9, -269.6, 0, 0, 255
L -700.4, -256.9, -269.6, -683.5, -284.7, -269.4, 0, 0, 255
L -683.5, -284.7, -269.4, -682.7, -322.4, -269.2, 0, 0, 255
L -682.7, -322.4, -269.2, -696.3, -334.8, -269.9, 0, 0, 255
L -696.3, -334.8, -269.9, -699.6, -350.7, -269.8, 0, 0, 255
L -699.6, -350.7, -269.8, -699.3, -370.6, -269.6, 0, 0, 255
L -699.3, -370.6, -269.6, -696.4, -382.5, -269.9, 0, 0, 255
L -696.4, -382.5, -269.9, -684.6, -393.7, -269.7, 0, 0, 255
L -684.6, -393.7, -269.7, -683.8, -431.5, -269.4, 0, 0, 255
L -683.8, -431.5, -269.4, -767.4, -506.9, -269.6, 0, 0, 255
L -767.4, -506.9, -269.6, -777.7, -505.3, -269.8, 0, 0, 255
L -777.7, -505.3, -269.8, -799.9, -520.2, -269.9, 0, 0, 255
L -799.9, -520.2, -269.9, -817.9, -539.4, -269.7, 0, 0, 255
L -817.9, -539.4, -269.7, -835.8, -543.0, -270.0, 0, 0, 255
L -835.8, -543.0, -270.0, -848.3, -548.9, -269.5, 0, 0, 255
L -848.3, -548.9, -269.5, -864.2, -561.3, -269.6, 0, 0, 255
L -864.2, -561.3, -269.6, -908.2, -532.6, -269.2, 0, 0, 255
L -908.2, -532.6, -269.2, -918.8, -528.4, -269.7, 0, 0, 255
L -918.8, -528.4, -269.7, -928.8, -529.9, -269.8, 0, 0, 255
L -928.8, -529.9, -269.8, -935.7, -537.7, -269.9, 0, 0, 255
L -935.7, -537.7, -269.9, -953.3, -533.4, -269.7, 0, 0, 255
L -464.2, -226.3, -230.8, -462.2, -214.6, -230.7, 0, 0, 0
L -462.2, -214.6, -230.5, -476.7, -213.4, -230.3, 0, 0, 0
L -476.7, -213.4, -230.3, -489.5, -211.0, -229.9, 0, 0, 0
L -489.5, -211.0, -230.4, -490.8, -222.7, -230.4, 0, 0, 0
L -488.8, -222.9, -230.2, -490.8, -222.7, -230.2, 0, 0, 0
L -488.8, -222.9, -230.4, -487.8, -213.3, -230.4, 0, 0, 0
L -487.8, -213.3, -230.3, -464.5, -216.4, -230.8, 0, 0, 0
L -464.5, -216.4, -230.7, -466.2, -225.9, -230.9, 0, 0, 0
L -466.2, -225.9, -229.8, -464.2, -226.3, -229.8, 0, 0, 0
L -427.4, -123.5, -212.6, -423.0, -120.2, -212.6, 0, 0, 0
L -423.0, -120.2, -212.6, -422.3, -108.8, -214.6, 0, 0, 0
L -422.3, -108.8, -214.6, -421.5, -103.0, -215.1, 0, 0, 0
L -421.5, -103.0, -215.1, -419.3, -92.9, -215.6, 0, 0, 0
L -419.3, -92.9, -215.6, -422.8, -88.7, -215.1, 0, 0, 0
L -422.8, -88.7, -215.1, -423.7, -88.4, -215.8, 0, 0, 0
L -433.2, -87.7, -214.9, -434.8, -87.4, -215.0, 0, 0, 0
L -434.8, -87.4, -215.0, -438.2, -90.8, -215.4, 0, 0, 0
L -438.2, -90.8, -215.4, -438.5, -102.2, -215.2, 0, 0, 0
L -438.5, -102.2, -215.2, -439.0, -108.3, -214.6, 0, 0, 0
L -439.0, -108.3, -214.6, -437.4, -122.4, -212.8, 0, 0, 0
L -437.4, -122.4, -212.8, -436.3, -122.6, -212.9, 0, 0, 0
L 9.2, -628.6, -263.8, 5.8, -629.8, -263.8, 0, 0, 0
L 5.8, -629.8, -263.8, -0.9, -638.5, -263.8, 0, 0, 0
L -0.9, -638.5, -263.8, 1.0, -650.8, -263.2, 0, 0, 0
L 1.0, -650.8, -263.2, 10.3, -657.1, -262.6, 0, 0, 0
L 10.3, -657.1, -262.6, 22.7, -654.7, -260.3, 0, 0, 0
L 22.7, -654.7, -260.3, 29.5, -645.9, -263.8, 0, 0, 0
L 29.5, -645.9, -263.8, 27.7, -634.3, -263.8, 0, 0, 0
L 27.7, -634.3, -263.8, 18.0, -627.2, -263.8, 0, 0, 0
L 18.0, -627.2, -263.8, 14.6, -627.4, -263.8, 0, 0, 0
L 14.6, -627.4, -263.8, 15.2, -630.5, -263.8, 0, 0, 0
L 9.2, -628.6, -263.8, 9.9, -632.8, -263.8, 0, 0, 0
L 9.9, -632.8, -263.8, 8.3, -633.4, -263.8, 0, 0, 0
L 8.3, -633.4, -263.8, 3.6, -639.8, -263.9, 0, 0, 0
L 3.6, -639.8, -263.9, 5.1, -648.3, -263.9, 0, 0, 0
L 5.1, -648.3, -263.9, 11.8, -652.9, -263.9, 0, 0, 0
L 11.8, -652.9, -263.9, 20.1, -651.4, -263.9, 0, 0, 0
L 20.1, -651.4, -263.9, 24.9, -644.6, -263.9, 0, 0, 0
L 24.9, -644.6, -263.9, 23.5, -636.3, -263.9, 0, 0, 0
L 23.5, -636.3, -263.9, 15.2, -630.5, -263.8, 0, 0, 0
L 93.8, -590.9, -263.8, 92.2, -594.7, -263.8, 0, 0, 0
L 92.2, -594.7, -263.8, 95.6, -606.9, -263.8, 0, 0, 0
L 95.6, -606.9, -263.8, 108.2, -614.4, -263.8, 0, 0, 0
L 108.2, -614.4, -263.8, 121.7, -610.6, -263.8, 0, 0, 0
L 121.7, -610.6, -263.8, 128.8, -598.7, -263.8, 0, 0, 0
L 128.8, -598.7, -263.8, 124.6, -584.1, -263.8, 0, 0, 0
L 124.6, -584.1, -263.8, 113.0, -577.3, -263.8, 0, 0, 0
L 113.0, -577.3, -263.8, 99.7, -581.5, -263.8, 0, 0, 0
L 99.7, -581.5, -263.8, 97.1, -584.5, -263.8, 0, 0, 0
L 97.1, -584.5, -263.8, 101.4, -586.8, -263.8, 0, 0, 0
L 101.4, -586.8, -263.8, 102.7, -585.5, -263.8, 0, 0, 0
L 102.7, -585.5, -263.8, 111.9, -582.6, -263.9, 0, 0, 0
L 111.9, -582.6, -263.9, 120.9, -587.6, -263.9, 0, 0, 0
L 120.9, -587.6, -263.9, 123.8, -597.5, -263.9, 0, 0, 0
L 123.8, -597.5, -263.9, 118.8, -606.5, -263.9, 0, 0, 0
L 118.8, -606.5, -263.9, 108.8, -609.4, -263.9, 0, 0, 0
L 108.8, -609.4, -263.9, 99.8, -604.4, -263.9, 0, 0, 0
L 99.8, -604.4, -263.9, 97.4, -594.6, -263.9, 0, 0, 0
L 97.4, -594.6, -263.9, 97.9, -593.1, -263.8, 0, 0, 0
L 97.9, -593.1, -263.8, 93.8, -590.9, -263.8, 0, 0, 0
L 180.8, -340.9, -210.3, 188.2, -344.8, -210.7, 0, 0, 0
L 188.2, -344.8, -210.5, 194.6, -326.5, -208.9, 0, 0, 0
L 194.6, -326.5, -208.8, 187.3, -323.7, -208.2, 0, 0, 0
L 187.8, -321.8, -207.9, 198.0, -325.3, -208.6, 0, 0, 0
L 198.0, -325.3, -209.2, 189.4, -346.7, -210.8, 0, 0, 0
L 180.1, -343.6, -210.2, 189.4, -346.7, -210.7, 0, 0, 0
L 180.1, -343.6, -209.8, 180.8, -340.9, -209.8, 0, 0, 0
L 187.3, -323.7, -207.9, 187.8, -321.8, -207.9, 0, 0, 0
L 415.9, -193.5, -263.8, 412.9, -189.5, -263.8, 0, 0, 0
L 412.9, -189.5, -263.8, 411.8, -190.4, -263.8, 0, 0, 0
L 411.8, -190.4, -263.8, 401.6, -189.5, -263.9, 0, 0, 0
L 401.6, -189.5, -263.9, 395.4, -181.5, -263.9, 0, 0, 0
L 395.4, -181.5, -263.9, 396.2, -171.2, -263.9, 0, 0, 0
L 396.2, -171.2, -263.9, 404.1, -164.6, -263.9, 0, 0, 0
L 404.1, -164.6, -263.9, 414.4, -165.7, -263.9, 0, 0, 0
L 414.4, -165.7, -263.9, 421.0, -173.6, -263.9, 0, 0, 0
L 421.0, -173.6, -263.9, 419.9, -183.7, -263.8, 0, 0, 0
L 419.9, -183.7, -263.8, 418.5, -184.9, -263.8, 0, 0, 0
L 418.5, -184.9, -263.8, 421.5, -188.5, -263.8, 0, 0, 0
L 421.5, -188.5, -263.8, 423.9, -186.5, -263.8, 0, 0, 0
L 423.9, -186.5, -263.8, 425.8, -172.1, -263.8, 0, 0, 0
L 425.8, -172.1, -263.8, 417.2, -161.6, -263.8, 0, 0, 0
L 417.2, -161.6, -263.8, 402.7, -159.7, -263.8, 0, 0, 0
L 402.7, -159.7, -263.8, 391.4, -169.4, -263.8, 0, 0, 0
L 391.4, -169.4, -263.8, 390.2, -182.6, -263.8, 0, 0, 0
L 390.2, -182.6, -263.8, 399.3, -193.8, -263.8, 0, 0, 0
L 399.3, -193.8, -263.8, 413.3, -195.2, -263.8, 0, 0, 0
L 413.3, -195.2, -263.8, 415.9, -193.5, -263.8, 0, 0, 0
L 508.6, -253.2, -263.8, 511.5, -254.6, -263.8, 0, 0, 0
L 511.5, -254.6, -263.8, 522.6, -251.0, -263.8, 0, 0, 0
L 522.6, -251.0, -263.8, 527.8, -240.8, -263.8, 0, 0, 0
L 527.8, -240.8, -263.8, 524.8, -228.4, -263.8, 0, 0, 0
L 524.8, -228.4, -263.8, 513.2, -223.4, -263.8, 0, 0, 0
L 513.2, -223.4, -263.8, 502.2, -227.3, -263.8, 0, 0, 0
L 502.2, -227.3, -263.8, 496.8, -238.4, -263.8, 0, 0, 0
L 496.8, -238.4, -263.8, 500.7, -249.3, -263.8, 0, 0, 0
L 500.7, -249.3, -263.8, 503.5, -250.7, -263.8, 0, 0, 0
L 503.5, -250.7, -263.8, 505.4, -246.8, -263.8, 0, 0, 0
L 504.2, -246.3, -263.8, 505.4, -246.8, -263.8, 0, 0, 0
L 504.2, -246.3, -263.8, 501.3, -238.4, -263.9, 0, 0, 0
L 501.3, -238.4, -263.9, 505.1, -230.8, -263.9, 0, 0, 0
L 505.1, -230.8, -263.9, 513.8, -228.3, -263.9, 0, 0, 0
L 513.8, -228.3, -263.9, 520.7, -231.7, -263.9, 0, 0, 0
